dx	feature	class	OR	Z	P	fdr
ASD.SFARI.1	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0637823882499864	1.3099654980260491	0.19020750764852523	0.6320519835165007
ASD.SFARI.S	isoExpr.M18_lightgreen	Networks.isoExpr	1.0928032253908504	1.307627600925405	0.19099965049330753	0.6320519835165007
NDD.fuTADA	vRG-ExN	SingleCellMarkers	2.7912759907192415	1.3085961908274633	0.19067117191876445	0.6320519835165007
ASD.fuTADA	isoUsage.M24_darkgrey	Networks.isoUsage	0.8922106086340731	-1.3018659976425861	0.19296219784259372	0.6370077374562733
ASD.SFARI.1	geneExpr.M16_lightcyan	Networks.geneExpr	0.86825598899842	-1.2937077044133758	0.19576640311530977	0.6431654011222407
ASD.SFARI.1	ExM	SingleCellMarkers	2.5998924472985774	1.2942084597942538	0.19559342542725383	0.6431654011222407
EPI.helbig	isoExpr.M8_pink	Networks.isoExpr	0.8263738154251288	-1.2894193750427771	0.19725232919968355	0.6449539164762923
BIP.bipex	isoExpr.M48_darkslateblue	Networks.isoExpr	1.140323332083207	1.2895539648048537	0.19720556808080741	0.6449539164762923
EPI.helbig	isoUsage.M9_magenta	Networks.isoUsage	0.8455709928371902	-1.2864655825743023	0.19828062297485843	0.6467725082751334
ASD.SFARI.S	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.0770534661759994	1.2839722683293628	0.19915165879343247	0.6480707186389608
SCZ.schema	isoExpr.M23_darkturquoise	Networks.isoExpr	1.1427581552662605	1.2821060529447035	0.19980544591604096	0.6486574902961519
EPI.epi25	DGE	DGE/DTE/DTU	2.194842428268054	1.2690270861826205	0.20443140365952334	0.6621064373842718
NDD.fuTADA	isoUsage.M13_salmon	Networks.isoUsage	0.9402147593735445	-1.2653728388433654	0.20573770698285204	0.6632015495682525
BIP.bipex	geneExpr.M15_midnightblue	Networks.geneExpr	1.1706174507814298	1.2661361299332277	0.2054643493576983	0.6632015495682525
DDD.kaplanis	vRG-ExN	SingleCellMarkers	3.8613148964624178	1.2634118823243827	0.20644119607801367	0.6639071329269454
ASD.SFARI.S	DTU	DGE/DTE/DTU	0.7649912066072253	-1.2599802759014487	0.20767647764821587	0.6663156308619572
DDD.kaplanis	DTE	DGE/DTE/DTU	1.1892271372765977	1.2495361494439534	0.21146904021962912	0.6718969655703266
ASD.SFARI.1or2	isoUsage.M10_purple	Networks.isoUsage	1.0448427089534231	1.2460455805790542	0.21274766182921834	0.6718969655703266
ASD.SFARI.1or2	isoUsage.M22_darkgreen	Networks.isoUsage	0.9443632197855064	-1.248380044846405	0.2118919132806123	0.6718969655703266
ASD.SFARI.S	geneExpr.M13_salmon	Networks.geneExpr	1.0737232857266723	1.2478870534294526	0.21207242247931593	0.6718969655703266
EPI.helbig	isoExpr.M23_darkturquoise	Networks.isoExpr	0.8387772139010645	-1.2478261506929877	0.2120947297732054	0.6718969655703266
EPI.helbig	isoUsage.M6_red	Networks.isoUsage	1.1098515311232837	1.2515258863449463	0.2107426753052521	0.6718969655703266
EPI.epi25	isoExpr.M29_saddlebrown	Networks.isoExpr	1.1765042614479668	1.2451498699471069	0.21307666560413135	0.6718969655703266
EPI.epi25	isoUsage.M24_darkgrey	Networks.isoUsage	1.2156565664087275	1.244434893143566	0.213339547462111	0.6718969655703266
ASD.fuTADA	isoUsage.M17_grey60	Networks.isoUsage	1.077682756010411	1.2399797542054436	0.21498288264756393	0.6739737968584956
NDD.fuTADA	Mic/Per/End	SingleCellMarkers	0.2840824981143838	-1.2410120928061408	0.21460128163354852	0.6739737968584956
ASD.SFARI.1	isoUsage.M12_tan	Networks.isoUsage	1.068449459186838	1.2352315284150293	0.21674434846910073	0.6779446516042649
ASD.SFARI.1	isoExpr.M36_yellowgreen	Networks.isoExpr	1.0688663997835919	1.2283533404051066	0.21931435544423322	0.6828651521786353
EPI.epi25	geneExpr.M7_black	Networks.geneExpr	1.2026417429935319	1.2291683684494745	0.2190086859097553	0.6828651521786353
SCZ.schema	geneExpr.M20_royalblue	Networks.geneExpr	1.139200798828988	1.2269834948030447	0.21982879451724727	0.6829148491805641
SCZ.schema	geneExpr.M23_darkturquoise	Networks.geneExpr	1.1236592575295161	1.2160561543478556	0.2239635314307372	0.694185606470837
ASD.fuTADA	DTE	DGE/DTE/DTU	1.2022003871923959	1.2104227435787054	0.2261167190770445	0.6977024890440336
ASD.fuTADA	isoUsage.M22_darkgreen	Networks.isoUsage	0.90197363502957	-1.2112317483261228	0.22580659820367088	0.6977024890440336
ASD.fuTADA	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.056032499616825	1.207076228205702	0.22740278877264003	0.7000939789180154
DDD.kaplanis	vRG	SingleCellMarkers	1.6776117629262015	1.204625324049027	0.22834797596295003	0.7014276391687031
ASD.SFARI.S	isoUsage.M24_darkgrey	Networks.isoUsage	0.8358832439553959	-1.20132583729594	0.22962483176752385	0.7027220994733873
EPI.helbig	isoExpr.M35_sienna3	Networks.isoExpr	1.0754578049196997	1.20088643759839	0.22979525588618793	0.7027220994733873
ASD.SFARI.1	vRG	SingleCellMarkers	1.8697837026236082	1.195612494635761	0.2318478132987032	0.7074198312232146
ASD.SFARI.1or2	isoExpr.M50_thistle2	Networks.isoExpr	1.046839223445157	1.193023177152626	0.2328602961074742	0.7083718843590071
ASD.SFARI.S	isoUsage.M13_salmon	Networks.isoUsage	0.8423084761519974	-1.1910228151181708	0.2336446283946682	0.7083718843590071
ASD.fuTADA	isoExpr.M36_yellowgreen	Networks.isoExpr	0.8720636782647163	-1.190853719115547	0.23371101586151183	0.7083718843590071
BIP.bipex	isoExpr.M41_lightsteelblue1	Networks.isoExpr	1.143322749252713	1.1872011305019488	0.23514829507939067	0.7111548879884442
EPI.helbig	DTU.not.DGE	DGE/DTE/DTU	0.714371104192352	-1.1817476307281864	0.23730585287200193	0.7126221434088263
EPI.helbig	isoUsage.M2_blue	Networks.isoUsage	1.171899870002548	1.1807196774020199	0.23771410185243333	0.7126221434088263
ASD.fuTADA	isoUsage.M27_white	Networks.isoUsage	1.058725345515681	1.1817816274711168	0.23729235962211614	0.7126221434088263
BIP.bipex	isoExpr.M44_floralwhite	Networks.isoExpr	1.1377499620853873	1.1809717676919462	0.23761393897304064	0.7126221434088263
ASD.SFARI.1	isoExpr.M32_violet	Networks.isoExpr	1.0679429407661511	1.1787526584882122	0.23849668050469863	0.7134071010730069
EPI.epi25	isoUsage.M17_grey60	Networks.isoUsage	1.250848835572526	1.1771229309510676	0.23914644377098104	0.7137922177913814
BIP.bipex	isoExpr.M32_violet	Networks.isoExpr	1.1508768017706723	1.1757204088932875	0.23970662035959972	0.7139088475927209
NDD.fuTADA	isoExpr.M47_bisque4	Networks.isoExpr	1.0466801090271811	1.172470251732689	0.24100830882842242	0.716228596735225
ASD.SFARI.S	isoExpr.M47_bisque4	Networks.isoExpr	1.091050899435099	1.164003692999836	0.2444225151695378	0.720126550069391
ASD.SFARI.S	isoUsage.M21_darkred	Networks.isoUsage	0.8213628638452873	-1.1650898416724482	0.24398262834863432	0.720126550069391
DDD.kaplanis	isoUsage.M13_salmon	Networks.isoUsage	0.906134519202448	-1.1661469010304963	0.24355505676920383	0.720126550069391
EPI.helbig	isoUsage.M18_lightgreen	Networks.isoUsage	1.0931831003606576	1.1664181123441868	0.24344543900121057	0.720126550069391
ASD.SFARI.1	geneExpr.M3_brown	Networks.geneExpr	1.0637535638783084	1.1470007257498331	0.25138132097405397	0.7343592921547235
ASD.SFARI.1or2	isoUsage.M16_lightcyan	Networks.isoUsage	0.9524287166337405	-1.1466995431928237	0.25150581934308575	0.7343592921547235
ASD.SFARI.S	isoExpr.M37_skyblue3	Networks.isoExpr	1.0694290431927642	1.1470161401999348	0.2513749503345193	0.7343592921547235
EPI.helbig	isoUsage.M25_orange	Networks.isoUsage	0.8455314112828759	-1.1456657518872795	0.2519334797903066	0.7343592921547235
EPI.epi25	isoUsage.M23_darkturquoise	Networks.isoUsage	1.2032150134655824	1.1461853423479946	0.2517184714333717	0.7343592921547235
ASD.SFARI.1or2	DGE.down	DGE/DTE/DTU	0.8615775892445839	-1.1410349797927304	0.2538553667705716	0.7383903449589874
ASD.SFARI.S	isoExpr.M22_darkgreen	Networks.isoExpr	0.8559561499912398	-1.1323374884910204	0.25749257493072636	0.7473831094387609
SCZ.schema	DTU.up	DGE/DTE/DTU	1.6014911792553175	1.1266011952754107	0.25991113354479045	0.7480635566310145
ASD.SFARI.1or2	geneExpr.M21_darkred	Networks.geneExpr	0.9339754121917304	-1.1285597823113103	0.25908358447561775	0.7480635566310145
EPI.helbig	isoExpr.M32_violet	Networks.isoExpr	1.0819670097790064	1.130092814745657	0.2584371170791367	0.7480635566310145
NDD.fuTADA	isoUsage.M25_orange	Networks.isoUsage	0.9528401204130867	-1.1272990579853823	0.25961606055412795	0.7480635566310145
ASD.SFARI.1	geneExpr.M7_black	Networks.geneExpr	1.0560168042850255	1.1249866784200016	0.2605946793792913	0.7484585131019479
EPI.helbig	ExN-1	SingleCellMarkers	3.2162025162583507	1.1219924877639897	0.261865633998764	0.750535394515286
ASD.SFARI.1or2	isoExpr.M21_darkred	Networks.isoExpr	1.046111992756305	1.118721823363499	0.2632588320043026	0.7529532355864187
ASD.SFARI.1	isoUsage.M27_white	Networks.isoUsage	1.0564246430153468	1.1133906397067905	0.2655406933056303	0.7534288785953861
ASD.SFARI.S	isoExpr.M14_cyan	Networks.isoExpr	1.0991921664138442	1.113194449938172	0.26562492581136604	0.7534288785953861
DDD.kaplanis	isoExpr.M23_darkturquoise	Networks.isoExpr	1.0500448139102732	1.1156665149676066	0.26456490885506234	0.7534288785953861
EPI.helbig	isoExpr.M2_blue	Networks.isoExpr	0.8860030765262727	-1.113803899056008	0.2653633239044765	0.7534288785953861
ASD.fuTADA	isoExpr.M26_darkorange	Networks.isoExpr	0.901871952314184	-1.1105413409350569	0.2667658239227481	0.7551016090375308
ASD.SFARI.1	isoExpr.M41_lightsteelblue1	Networks.isoExpr	0.8840090851537661	-1.1081376873336164	0.2678023569719576	0.7551274544439802
DDD.kaplanis	isoUsage.M28_skyblue	Networks.isoUsage	0.9149671200966439	-1.1079640766137564	0.26787733055457985	0.7551274544439802
ASD.SFARI.1	DTE.down	DGE/DTE/DTU	0.7838752194936748	-1.101412608764404	0.2707171202480753	0.7615656154822652
ASD.SFARI.1or2	isoUsage.M24_darkgrey	Networks.isoUsage	1.0390990121111918	1.0977977280542526	0.2722928237721807	0.7620602945092927
ASD.SFARI.1or2	geneExpr.M1_turquoise	Networks.geneExpr	0.9190674429854742	-1.0988863267094886	0.27181765143009545	0.7620602945092927
DDD.kaplanis	isoUsage.M1_turquoise	Networks.isoUsage	1.111850196459226	1.0971822949671375	0.2725617111748565	0.7620602945092927
EPI.epi25	DTU.down	DGE/DTE/DTU	0.317064683289007	-1.094948624268127	0.2735391449182747	0.7624798382619956
ASD.SFARI.S	isoExpr.M3_brown	Networks.isoExpr	1.1252069979805108	1.0942966907413103	0.2738248762225561	0.7624798382619956
SCZ.schema	DTU.not.DTE	DGE/DTE/DTU	1.7226252668563327	1.0914416047295579	0.2750786138548779	0.76286984004288
NDD.fuTADA	isoUsage.M23_darkturquoise	Networks.isoUsage	1.038060366614626	1.0914603009527024	0.27507039116337667	0.76286984004288
ASD.SFARI.1	isoUsage.M22_darkgreen	Networks.isoUsage	0.9110510397708512	-1.0864231656087842	0.27729181716086804	0.7644376686082753
ASD.SFARI.1or2	isoExpr.M19_lightyellow	Networks.isoExpr	1.0363376932843076	1.0857392191981041	0.27759438394896646	0.7644376686082753
ASD.SFARI.1or2	isoExpr.M44_floralwhite	Networks.isoExpr	1.0327884390592392	1.082586842896908	0.2789918498570348	0.7644376686082753
DDD.kaplanis	isoUsage.M7_black	Networks.isoUsage	0.9295709074522621	-1.082995705818545	0.278810329079925	0.7644376686082753
ASD.fuTADA	isoExpr.M2_blue	Networks.isoExpr	0.9241855937725207	-1.0842639922928328	0.27824776566254866	0.7644376686082753
NDD.fuTADA	isoExpr.M28_skyblue	Networks.isoExpr	1.0350459243930479	1.0827967686343851	0.27889864016466687	0.7644376686082753
BIP.bipex	DTU.not.DGE	DGE/DTE/DTU	1.7647208944702328	1.0764238981528245	0.2817377191103248	0.770026587977504
ASD.SFARI.1or2	isoExpr.M4_yellow	Networks.isoExpr	0.9505809242730994	-1.0742340586917194	0.28271779106035366	0.770026587977504
ASD.SFARI.S	isoUsage.M18_lightgreen	Networks.isoUsage	0.8720731305943523	-1.0744825388941048	0.28260646660658556	0.770026587977504
ASD.fuTADA	isoUsage.M1_turquoise	Networks.isoUsage	1.120875306924631	1.0727882580385661	0.28336613030781366	0.7702611081779855
ASD.SFARI.1or2	DTE.down	DGE/DTE/DTU	0.884158672539888	-1.0708876204171864	0.28421996284718404	0.7710521764369151
DDD.kaplanis	DTU.not.DTE	DGE/DTE/DTU	0.7930556122558485	-1.0674232466734594	0.2857807556934487	0.7722280775148416
ASD.SFARI.S	isoUsage.M4_yellow	Networks.isoUsage	0.8944927647024279	-1.0685199052384347	0.2852860563562752	0.7722280775148416
DDD.kaplanis	SingleCellDTU	SingleCellMarkers	1.3391100437581585	1.0658258744508107	0.28650236212573205	0.7726540080949861
ASD.SFARI.S	isoExpr.M2_blue	Networks.isoExpr	0.8998016729834968	-1.0607638508588069	0.2887972342599784	0.7773127916231245
ASD.SFARI.S	isoExpr.M31_paleturquoise	Networks.isoExpr	0.8806262665504041	-1.0590325935950566	0.2895849361511775	0.7779046324061041
ASD.SFARI.S	DGE	DGE/DTE/DTU	1.2317387885220068	1.0534455476270541	0.29213683826662806	0.78322400866004
ASD.fuTADA	geneExpr.M12_tan	Networks.geneExpr	1.058385845772721	1.0484411415294446	0.29443540677966146	0.7865671751635092
NDD.fuTADA	geneExpr.M18_lightgreen	Networks.geneExpr	1.0386791650359921	1.0482312234906788	0.29453208821816074	0.7865671751635092
DDD.kaplanis	n_transcripts_log2|tpm	txAnno	1.0739736199350278	1.0434167051178331	0.2967553399529249	0.7907409080117211
ASD.SFARI.S	DTU.not.DTE	DGE/DTE/DTU	0.7078984529988718	-1.0365019330327772	0.29996803808013506	0.7907409080117211
ASD.SFARI.1	isoExpr.M15_midnightblue	Networks.isoExpr	0.8930485205220757	-1.0343797656580211	0.30095866002860694	0.7907409080117211
ASD.SFARI.1	isoExpr.M10_purple	Networks.isoExpr	1.0622610801094257	1.0402475300383187	0.2982249144913175	0.7907409080117211
ASD.SFARI.1	geneExpr.M6_red	Networks.geneExpr	1.0506679244233124	1.0250705854317501	0.3053298834585405	0.7907409080117211
ASD.SFARI.1or2	isoExpr.M11_greenyellow	Networks.isoExpr	1.0348358483278948	1.0294174774581988	0.3032835397296981	0.7907409080117211
ASD.SFARI.1or2	isoUsage.M6_red	Networks.isoUsage	0.9584876144277793	-1.0277227306791288	0.30408027227092743	0.7907409080117211
ASD.SFARI.1or2	geneExpr.M23_darkturquoise	Networks.geneExpr	0.9562073187517595	-1.02914764729875	0.3034102990373491	0.7907409080117211
ASD.SFARI.S	geneExpr.M11_greenyellow	Networks.geneExpr	1.098498188532017	1.034369932435226	0.3009632552168258	0.7907409080117211
DDD.kaplanis	isoExpr.M8_pink	Networks.isoExpr	0.9274218033649706	-1.0405886270914688	0.298066511746316	0.7907409080117211
EPI.helbig	isoExpr.M4_yellow	Networks.isoExpr	0.8794574129823752	-1.037111173996435	0.29968404820281325	0.7907409080117211
EPI.helbig	isoExpr.M22_darkgreen	Networks.isoExpr	0.8670987553970464	-1.036574734227948	0.2999340932976089	0.7907409080117211
ASD.fuTADA	isoExpr.M34_darkmagenta	Networks.isoExpr	1.0502407420386197	1.0320939410342667	0.30202811196623175	0.7907409080117211
ASD.fuTADA	isoUsage.M21_darkred	Networks.isoUsage	0.9029762892621519	-1.0333381286534724	0.3014456898161632	0.7907409080117211
BIP.bipex	isoExpr.M34_darkmagenta	Networks.isoExpr	1.1297987424269154	1.0270829780964428	0.3043813931716869	0.7907409080117211
ASD.fuTADA	oRG	SingleCellMarkers	0.35510762521252076	-1.025263347559262	0.30523894509787797	0.7907409080117211
SCZ.schema	isoExpr.M1_turquoise	Networks.isoExpr	1.196812014616912	1.0229431033519623	0.306334748058611	0.7918464242269756
ASD.SFARI.1or2	isoExpr.M35_sienna3	Networks.isoExpr	1.032296339975371	1.0198747033664342	0.3077878882133227	0.7926116670155116
ASD.SFARI.S	isoExpr.M52_salmon4	Networks.isoExpr	1.0686839134427408	1.020781617980257	0.3073579153167843	0.7926116670155116
DDD.kaplanis	isoExpr.M39_orangered4	Networks.isoExpr	1.0430270270145443	1.0156259101672154	0.30980756162372197	0.7963158713405236
EPI.helbig	geneExpr.M8_pink	Networks.geneExpr	1.0631087574824658	1.014230421308709	0.31047281576039665	0.7965313812579464
ASD.SFARI.S	isoExpr.M34_darkmagenta	Networks.isoExpr	1.0623674092548485	1.0086246833495043	0.3131546649142571	0.8001220902984006
EPI.helbig	isoExpr.M9_magenta	Networks.isoExpr	0.8787967734064965	-1.0064304983911951	0.3142085288909048	0.8001220902984006
ASD.fuTADA	geneExpr.M4_yellow	Networks.geneExpr	0.8579917348228556	-1.008862271314674	0.31304069153789577	0.8001220902984006
SCZ.schema	isoUsage.M6_red	Networks.isoUsage	1.168623882915667	1.0071851515891521	0.3138458071621934	0.8001220902984006
EPI.epi25	DTU.up	DGE/DTE/DTU	0.35242477975158226	-0.9983136979409889	0.3181272673960353	0.800840513640578
ASD.SFARI.1	isoExpr.M17_grey60	Networks.isoExpr	1.0666849916371663	1.0025336041235222	0.31608594505676757	0.800840513640578
ASD.SFARI.1	geneExpr.M12_tan	Networks.geneExpr	0.9134612509545277	-1.0001836271132944	0.31722165125061436	0.800840513640578
ASD.SFARI.S	geneExpr.M5_green	Networks.geneExpr	1.0642137532687255	1.0019079367318466	0.31638805902298994	0.800840513640578
NDD.fuTADA	isoExpr.M32_violet	Networks.isoExpr	1.0357120909126754	0.9983686725719623	0.318100618761561	0.800840513640578
SCZ.schema	isoExpr.M43_ivory	Networks.isoExpr	1.1155966443154308	1.004059462287976	0.3153499532822186	0.800840513640578
ASD.SFARI.1or2	ExM	SingleCellMarkers	1.6144201807001428	0.9973749616587091	0.31858254009789416	0.800840513640578
ASD.SFARI.S	isoUsage.M6_red	Networks.isoUsage	1.0825769518467514	0.9916067297334751	0.3213894051455766	0.8015923231085486
DDD.kaplanis	geneExpr.M18_lightgreen	Networks.geneExpr	0.8984470305808449	-0.9907510904123031	0.32180713701438085	0.8015923231085486
EPI.helbig	isoExpr.M49_plum2	Networks.isoExpr	1.0604722385715724	0.9921118337845132	0.3211429744797234	0.8015923231085486
SCZ.schema	isoExpr.M21_darkred	Networks.isoExpr	1.1544856644962502	0.9911730113137022	0.3216011066386093	0.8015923231085486
ASD.SFARI.S	ExN-1	SingleCellMarkers	2.7654337439789733	0.9907577038173908	0.32180390692382493	0.8015923231085486
DDD.kaplanis	isoExpr.M26_darkorange	Networks.isoExpr	0.9272993370341113	-0.9876385032294572	0.3233297223026513	0.8024668832511455
EPI.epi25	isoUsage.M18_lightgreen	Networks.isoUsage	1.2044254061745676	0.9876658185422317	0.3233163400726935	0.8024668832511455
ASD.SFARI.1	isoUsage.M5_green	Networks.isoUsage	0.9256138857134725	-0.9860222297488545	0.32412220447988516	0.8029790599230427
BIP.bipex	isoUsage.M6_red	Networks.isoUsage	1.1830789591963216	0.9836749324742078	0.3252753689159804	0.804381327463706
BIP.bipex	n_exons_log2	txAnno	1.2175648350510253	0.9785307602365594	0.32781188540347705	0.8088997969033257
EPI.helbig	isoUsage.M17_grey60	Networks.isoUsage	1.0851518317168058	0.9769452743934245	0.3285962461045697	0.8088997969033257
BIP.bipex	geneExpr.M4_yellow	Networks.geneExpr	1.164393530862559	0.9763847031154785	0.32887385903295796	0.8088997969033257
ASD.SFARI.1	isoExpr.M4_yellow	Networks.isoExpr	0.9193819523618735	-0.9729858878157689	0.330560315968421	0.8115907399224674
EPI.epi25	DTE.up	DGE/DTE/DTU	1.9269113605384398	0.970133870463214	0.33197976801699297	0.813617678324294
ASD.SFARI.1or2	isoExpr.M38_plum1	Networks.isoExpr	0.967299118359606	-0.9688701851653514	0.33260996290833855	0.8137065164007569
EPI.helbig	isoExpr.M19_lightyellow	Networks.isoExpr	0.9007798574839901	-0.9673670952111697	0.33336055325697905	0.8140890516257777
EPI.epi25	isoExpr.M9_magenta	Networks.isoExpr	1.2000381992839588	0.9650171314504444	0.3345362311826033	0.8155064710323247
ASD.SFARI.1or2	isoExpr.M36_yellowgreen	Networks.isoExpr	1.03489203258639	0.9599319286520298	0.33708947559209335	0.8194383228066052
DDD.kaplanis	geneExpr.M11_greenyellow	Networks.geneExpr	1.0742849431469863	0.958402066317451	0.3378600536886921	0.8194383228066052
EPI.epi25	isoUsage.M3_brown	Networks.isoUsage	0.6620579623937451	-0.9582364482165163	0.33794354188739556	0.8194383228066052
NDD.fuTADA	isoUsage.M24_darkgrey	Networks.isoUsage	1.0334203855071178	0.9522243288899648	0.3409832250515507	0.8253480889056969
BIP.bipex	n_transcripts_log2	txAnno	1.123617273406749	0.9431481922371293	0.3456051085086046	0.829210155265829
ASD.SFARI.S	isoUsage.M28_skyblue	Networks.isoUsage	0.8799204404771106	-0.9459604032154582	0.3441687828881105	0.829210155265829
ASD.SFARI.S	isoUsage.M9_magenta	Networks.isoUsage	1.075980522691773	0.9444459232569279	0.34494182345312635	0.829210155265829
ASD.SFARI.S	geneExpr.M8_pink	Networks.geneExpr	1.0574381894839018	0.9437643241705311	0.34529009519345555	0.829210155265829
NDD.fuTADA	geneExpr.M4_yellow	Networks.geneExpr	0.9457835354362921	-0.9463556303018007	0.343967228018077	0.829210155265829
ASD.SFARI.1or2	isoUsage.M18_lightgreen	Networks.isoUsage	1.0364249572070043	0.9389447953174773	0.34775908852267956	0.8314658835533525
ASD.SFARI.S	isoExpr.M41_lightsteelblue1	Networks.isoExpr	1.0632008373198851	0.9391778371711917	0.34763944596204477	0.8314658835533525
EPI.helbig	isoExpr.M18_lightgreen	Networks.isoExpr	0.8709988981814476	-0.9351100523307372	0.3497315865840149	0.8347252153660286
ASD.SFARI.1or2	isoUsage.M21_darkred	Networks.isoUsage	0.9550954769891787	-0.9305493344232815	0.35208673315417843	0.8388849120369121
EPI.helbig	isoExpr.M13_salmon	Networks.isoExpr	0.8987940364187089	-0.9291225052864976	0.35282560248861417	0.8391858948079886
BIP.bipex	DGE.down	DGE/DTE/DTU	1.6544079958520945	0.9256905852413037	0.3546068019874296	0.8419606910273458
ASD.SFARI.1	isoExpr.M29_saddlebrown	Networks.isoExpr	1.0453286308652503	0.9209324698761949	0.3570856850429828	0.8425252399403947
ASD.SFARI.1or2	isoExpr.M33_darkolivegreen	Networks.isoExpr	1.033167448900907	0.9212761576090109	0.35690626573666323	0.8425252399403947
DDD.kaplanis	geneExpr.M8_pink	Networks.geneExpr	1.0401375743918353	0.9225114188762916	0.3562618768929025	0.8425252399403947
ASD.fuTADA	isoExpr.M51_thistle1	Networks.isoExpr	1.0540412602289237	0.920513465573284	0.35730449956596305	0.8425252399403947
ASD.fuTADA	isoExpr.M29_saddlebrown	Networks.isoExpr	1.0440248846183668	0.9191894223469677	0.35799650283585016	0.8427065444761421
ASD.SFARI.1	isoExpr.M16_lightcyan	Networks.isoExpr	0.9229860711766338	-0.9176583499705185	0.35879775930597974	0.8430305871019554
SCZ.schema	isoUsage.M11_greenyellow	Networks.isoUsage	1.1503903744492767	0.916576003950432	0.35936486340696494	0.8430305871019554
EPI.helbig	isoUsage.M13_salmon	Networks.isoUsage	0.8762787604723479	-0.9142670103159616	0.36057656072279237	0.8444271592995309
ASD.SFARI.1	DGE.down	DGE/DTE/DTU	0.7893100596155276	-0.9116124719228126	0.3619727546197406	0.8462502966365949
NDD.fuTADA	DTE.down	DGE/DTE/DTU	1.1044143743525434	0.9084146058137164	0.36365921182467004	0.847646009691512
BIP.bipex	isoUsage.M1_turquoise	Networks.isoUsage	1.3343391198537555	0.908134447675201	0.36380719248073656	0.847646009691512
DDD.kaplanis	DTU.not.DGE	DGE/DTE/DTU	0.8575187247993693	-0.9052036656504971	0.36535750026941416	0.8490055668234822
EPI.epi25	isoUsage.M16_lightcyan	Networks.isoUsage	1.1913878617731817	0.9046890672299843	0.365630134617412	0.8490055668234822
ASD.fuTADA	isoUsage.M12_tan	Networks.isoUsage	1.0486308302754628	0.9006728245796616	0.367762301715225	0.8510715428207064
EPI.epi25	isoUsage.M5_green	Networks.isoUsage	1.2508280512477825	0.9012176237251385	0.36747262234747013	0.8510715428207064
ASD.SFARI.1	isoUsage.M7_black	Networks.isoUsage	0.932989032886857	-0.8977960908624818	0.36929426912936675	0.8517393075879334
ASD.SFARI.S	geneExpr.M9_magenta	Networks.geneExpr	1.0746702002117658	0.897853763237396	0.36926351752598485	0.8517393075879334
SCZ.schema	isoExpr.M42_lightcyan1	Networks.isoExpr	1.1038401392987323	0.8889454920420803	0.3740323748695239	0.8612174009600801
ASD.SFARI.1	geneExpr.M23_darkturquoise	Networks.geneExpr	0.9198621202361464	-0.884853422857438	0.3762356918204492	0.8624700386131449
ASD.SFARI.1or2	isoExpr.M10_purple	Networks.isoExpr	1.0330301349212594	0.8850248717934477	0.37614321708537196	0.8624700386131449
ASD.SFARI.1or2	isoUsage.M5_green	Networks.isoUsage	1.0361817878339443	0.8833652718012097	0.37703894799482796	0.8624700386131449
ASD.SFARI.S	isoUsage.M23_darkturquoise	Networks.isoUsage	1.0644058477250093	0.8832623067216893	0.37709456432793703	0.8624700386131449
ASD.SFARI.S	n_transcripts_log2|tpm	txAnno	1.0861484800720758	0.8751343081357341	0.3815008315998468	0.8679348714184623
ASD.SFARI.1	DGE	DGE/DTE/DTU	1.1525864809931172	0.8743961586550039	0.38190254861075035	0.8679348714184623
ASD.SFARI.1or2	isoExpr.M47_bisque4	Networks.isoExpr	1.039820796831076	0.8742010696323084	0.3820087636376115	0.8679348714184623
ASD.SFARI.1or2	geneExpr.M7_black	Networks.geneExpr	1.0282731125008409	0.8741840159996968	0.3820180492447684	0.8679348714184623
ASD.SFARI.1	isoExpr.M45_darkorange2	Networks.isoExpr	1.041483273476758	0.8661050270234278	0.3864325686835866	0.869314645478676
DDD.kaplanis	geneExpr.M12_tan	Networks.geneExpr	0.9373749202835446	-0.870018976785206	0.3842900336912541	0.869314645478676
ASD.fuTADA	geneExpr.M3_brown	Networks.geneExpr	1.0475202192004103	0.8692288084149314	0.3847219931910626	0.869314645478676
SCZ.schema	isoExpr.M49_plum2	Networks.isoExpr	1.0918850267887183	0.8670978249537317	0.3858884122482096	0.869314645478676
SCZ.schema	isoUsage.M4_yellow	Networks.isoUsage	1.1591614499127676	0.8677098780768341	0.3855531768373965	0.869314645478676
BIP.bipex	isoExpr.M26_darkorange	Networks.isoExpr	1.1228121293679298	0.8708359352979523	0.38384374100853097	0.869314645478676
ASD.SFARI.S	isoExpr.M24_darkgrey	Networks.isoExpr	1.0607490369096728	0.8641392440525969	0.38751140295141867	0.8703124951531862
ASD.SFARI.1or2	isoUsage.M25_orange	Networks.isoUsage	1.031050059809946	0.8609848374523561	0.3892463940799057	0.8717113696914144
ASD.SFARI.S	geneExpr.M17_grey60	Networks.geneExpr	1.0564124050722035	0.8588236790735774	0.39043780147633383	0.8717113696914144
DDD.kaplanis	isoUsage.M17_grey60	Networks.isoUsage	0.9369382280854543	-0.8583859155587066	0.39067940218286745	0.8717113696914144
DDD.kaplanis	geneExpr.M20_royalblue	Networks.geneExpr	1.047556014555751	0.8588008374838073	0.39045040545318005	0.8717113696914144
ASD.fuTADA	isoUsage.M14_cyan	Networks.isoUsage	0.9372731967008527	-0.8557309519930811	0.3921466155331134	0.8735623793176672
