"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation"
"Usp54","ENSMUSG00000034235","USP54","ENSG00000166348","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Usp9x","ENSMUSG00000031010","USP9X","ENSG00000124486","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Vamp4","ENSMUSG00000026696","VAMP4","ENSG00000117533","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Vangl2","ENSMUSG00000026556","VANGL2","ENSG00000162738","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Vcan","ENSMUSG00000021614","VCAN","ENSG00000038427","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Vopp1","ENSMUSG00000037788","VOPP1","ENSG00000154978","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Vps26a","ENSMUSG00000020078","VPS26A","ENSG00000122958","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Vps8","ENSMUSG00000033653","VPS8","ENSG00000156931","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Wdr17","ENSMUSG00000039375","WDR17","ENSG00000150627","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Wdr7","ENSMUSG00000040560","WDR7","ENSG00000091157","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Wiz","ENSMUSG00000024050","WIZ","ENSG00000011451","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Wnk1","ENSMUSG00000045962","WNK1","ENSG00000060237","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Wnk2","ENSMUSG00000037989","WNK2","ENSG00000165238","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Wnk3","ENSMUSG00000041245","WNK3","ENSG00000196632","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Wtap","ENSMUSG00000060475","WTAP","ENSG00000146457","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Xab2","ENSMUSG00000019470","XAB2","ENSG00000076924","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Xpa","ENSMUSG00000028329","XPA","ENSG00000136936","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Xpo1","ENSMUSG00000020290","XPO1","ENSG00000082898","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Yars2","ENSMUSG00000022792","YARS2","ENSG00000139131","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Ybx3","ENSMUSG00000030189","YBX3","ENSG00000060138","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Ywhaz","ENSMUSG00000022285","YWHAZ","ENSG00000164924","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zbtb20","ENSMUSG00000022708","ZBTB20","ENSG00000181722","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zc3h14","ENSMUSG00000021012","ZC3H14","ENSG00000100722","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zcchc7","ENSMUSG00000035649","ZCCHC7","ENSG00000147905","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zdbf2","ENSMUSG00000027520","ZDBF2","ENSG00000204186","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zdhhc4","ENSMUSG00000001844","ZDHHC4","ENSG00000136247","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zdhhc6","ENSMUSG00000024982","ZDHHC6","ENSG00000023041","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp180","ENSMUSG00000057101","ZNF180","ENSG00000167384","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp251","ENSMUSG00000022526","ZNF251","ENSG00000198169","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp266","ENSMUSG00000060510","ZNF266","ENSG00000174652","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp28","ENSMUSG00000062861","ZFP28","ENSG00000196867","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp317","ENSMUSG00000057551","ZNF317","ENSG00000130803","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp445","ENSMUSG00000047036","ZNF445","ENSG00000185219","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp560","ENSMUSG00000045519","ZNF121","ENSG00000197961","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp644","ENSMUSG00000049606","ZNF644","ENSG00000122482","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp672","ENSMUSG00000049755","ZNF672","ENSG00000171161","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp688","ENSMUSG00000045251","ZNF688","ENSG00000229809","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp711","ENSMUSG00000025529","ZNF711","ENSG00000147180","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp780b","ENSMUSG00000063047","ZNF420","ENSG00000197050","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zfp90","ENSMUSG00000031907","ZFP90","ENSG00000184939","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zkscan2","ENSMUSG00000030757","ZKSCAN2","ENSG00000155592","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zmym1","ENSMUSG00000043872","ZMYM1","ENSG00000197056","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zmynd8","ENSMUSG00000039671","ZMYND8","ENSG00000101040","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"Zscan21","ENSMUSG00000037017","ZSCAN21","ENSG00000166529","NOVA2data_06","NOVA2_PTBP2","Mouse","AS","dataset15",NA
"2310061I04Rik","ENSMUSG00000050705","C6orf136","ENSG00000204564","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"6430548M08Rik","ENSMUSG00000031824","KIAA0513","ENSG00000135709","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Aak1","ENSMUSG00000057230","AAK1","ENSG00000115977","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Abi1","ENSMUSG00000058835","ABI1","ENSG00000136754","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Acbd5","ENSMUSG00000026781","ACBD5","ENSG00000107897","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Add1","ENSMUSG00000029106","ADD1","ENSG00000087274","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Adgrl2","ENSMUSG00000028184","ADGRL2","ENSG00000117114","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Adgrl3","ENSMUSG00000037605","ADGRL3","ENSG00000150471","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Aen","ENSMUSG00000030609","AEN","ENSG00000181026","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ahi1","ENSMUSG00000019986","AHI1","ENSG00000135541","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ammecr1l","ENSMUSG00000041915","AMMECR1L","ENSG00000144233","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ank2","ENSMUSG00000032826","ANK2","ENSG00000145362","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ank3","ENSMUSG00000069601","ANK3","ENSG00000151150","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ap2a1","ENSMUSG00000060279","AP2A1","ENSG00000196961","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ap3b1","ENSMUSG00000021686","AP3B1","ENSG00000132842","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Arhgap21","ENSMUSG00000036591","ARHGAP21","ENSG00000107863","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Arhgap32","ENSMUSG00000041444","ARHGAP32","ENSG00000134909","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Armcx1","ENSMUSG00000033460","ARMCX1","ENSG00000126947","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Arvcf","ENSMUSG00000000325","ARVCF","ENSG00000099889","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Asph","ENSMUSG00000028207","ASPH","ENSG00000198363","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Atp2c1","ENSMUSG00000032570","ATP2C1","ENSG00000017260","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Bnip2","ENSMUSG00000011958","BNIP2","ENSG00000140299","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Camk2b","ENSMUSG00000057897","CAMK2B","ENSG00000058404","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Camsap2","ENSMUSG00000041570","CAMSAP2","ENSG00000118200","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Camta2","ENSMUSG00000040712","CAMTA2","ENSG00000108509","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Cask","ENSMUSG00000031012","CASK","ENSG00000147044","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ccdc149","ENSMUSG00000045790","CCDC149","ENSG00000181982","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Cers6","ENSMUSG00000027035","CERS6","ENSG00000172292","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Chchd3","ENSMUSG00000053768","CHCHD3","ENSG00000106554","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Clasp2","ENSMUSG00000033392","CLASP2","ENSG00000163539","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Clta","ENSMUSG00000028478","CLTA","ENSG00000122705","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Cltb","ENSMUSG00000047547","CLTB","ENSG00000175416","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Col11a1","ENSMUSG00000027966","COL11A1","ENSG00000060718","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Cpeb4","ENSMUSG00000020300","CPEB4","ENSG00000113742","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Cstf2","ENSMUSG00000031256","CSTF2","ENSG00000101811","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ddhd1","ENSMUSG00000037697","DDHD1","ENSG00000100523","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Dip2a","ENSMUSG00000020231","DIP2A","ENSG00000160305","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Dmwd","ENSMUSG00000030410","DMWD","ENSG00000185800","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Dnm2","ENSMUSG00000033335","DNM2","ENSG00000079805","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Dync1i1","ENSMUSG00000029757","DYNC1I1","ENSG00000158560","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Dync2h1","ENSMUSG00000047193","DYNC2H1","ENSG00000187240","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Echdc2","ENSMUSG00000028601","ECHDC2","ENSG00000121310","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Eef1d","ENSMUSG00000055762","EEF1D","ENSG00000104529","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Eif4g3","ENSMUSG00000028760","EIF4G3","ENSG00000075151","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Elmo2","ENSMUSG00000017670","ELMO2","ENSG00000062598","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Eml6","ENSMUSG00000044072","EML6","ENSG00000214595","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ergic3","ENSMUSG00000005881","ERGIC3","ENSG00000125991","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Fam92a","ENSMUSG00000028218","FAM92A","ENSG00000188343","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Fat1","ENSMUSG00000070047","FAT1","ENSG00000083857","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Fbrsl1","ENSMUSG00000043323","FBRSL1","ENSG00000112787","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Fchsd2","ENSMUSG00000030691","FCHSD2","ENSG00000137478","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Fermt2","ENSMUSG00000037712","FERMT2","ENSG00000073712","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Fryl","ENSMUSG00000070733","FRYL","ENSG00000075539","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Gdpd5","ENSMUSG00000035314","GDPD5","ENSG00000158555","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Gemin8","ENSMUSG00000040621","GEMIN8","ENSG00000046647","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Gipr","ENSMUSG00000030406","GIPR","ENSG00000010310","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Hnrnpa1","ENSMUSG00000046434","HNRNPA1","ENSG00000135486","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Hp1bp3","ENSMUSG00000028759","HP1BP3","ENSG00000127483","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ipo11","ENSMUSG00000042590","IPO11","ENSG00000086200","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Itsn1","ENSMUSG00000022957","ITSN1","ENSG00000205726","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Jakmip3","ENSMUSG00000056856","JAKMIP3","ENSG00000188385","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Kif21a","ENSMUSG00000022629","KIF21A","ENSG00000139116","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Klhl8","ENSMUSG00000029312","KLHL8","ENSG00000145332","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"L1cam","ENSMUSG00000031391","L1CAM","ENSG00000198910","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Lsm14a","ENSMUSG00000066568","LSM14A","ENSG00000257103","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Lysmd4","ENSMUSG00000043831","LYSMD4","ENSG00000183060","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Madd","ENSMUSG00000040687","MADD","ENSG00000110514","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Magi1","ENSMUSG00000045095","MAGI1","ENSG00000151276","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mapk8ip3","ENSMUSG00000024163","MAPK8IP3","ENSG00000138834","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mapkbp1","ENSMUSG00000033902","MAPKBP1","ENSG00000137802","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mcrs1","ENSMUSG00000037570","MCRS1","ENSG00000187778","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Med24","ENSMUSG00000017210","MED24","ENSG00000008838","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Med25","ENSMUSG00000002968","MED25","ENSG00000104973","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mef2a","ENSMUSG00000030557","MEF2A","ENSG00000068305","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mfsd6","ENSMUSG00000041439","MFSD6","ENSG00000151690","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mib2","ENSMUSG00000029060","MIB2","ENSG00000197530","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mrps26","ENSMUSG00000037740","MRPS26","ENSG00000125901","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mta1","ENSMUSG00000021144","MTA1","ENSG00000182979","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mtfr1","ENSMUSG00000027601","MTFR1","ENSG00000066855","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Mycbp2","ENSMUSG00000033004","MYCBP2","ENSG00000005810","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Myo18a","ENSMUSG00000000631","MYO18A","ENSG00000196535","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Neo1","ENSMUSG00000032340","NEO1","ENSG00000067141","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Nrcam","ENSMUSG00000020598","NRCAM","ENSG00000091129","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Nrxn2","ENSMUSG00000033768","NRXN2","ENSG00000110076","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Pcgf6","ENSMUSG00000025050","PCGF6","ENSG00000156374","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Pdlim5","ENSMUSG00000028273","PDLIM5","ENSG00000163110","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Pfkfb3","ENSMUSG00000026773","PFKFB3","ENSG00000170525","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Phc1","ENSMUSG00000040669","PHC1","ENSG00000111752","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Pls3","ENSMUSG00000016382","PLS3","ENSG00000102024","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ppp3ca","ENSMUSG00000028161","PPP3CA","ENSG00000138814","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Prdm10","ENSMUSG00000042496","PRDM10","ENSG00000170325","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ptk2","ENSMUSG00000022607","PTK2","ENSG00000169398","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ptprd","ENSMUSG00000028399","PTPRD","ENSG00000153707","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ptprf","ENSMUSG00000033295","PTPRF","ENSG00000142949","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ptprk","ENSMUSG00000019889","PTPRK","ENSG00000152894","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Pus7","ENSMUSG00000057541","PUS7","ENSG00000091127","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Pxdn","ENSMUSG00000020674","PXDN","ENSG00000130508","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Rccd1","ENSMUSG00000038930","RCCD1","ENSG00000166965","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Reln","ENSMUSG00000042453","RELN","ENSG00000189056","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Rpap1","ENSMUSG00000034032","RPAP1","ENSG00000103932","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Rph3a","ENSMUSG00000029608","RPH3A","ENSG00000089169","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Scyl2","ENSMUSG00000069539","SCYL2","ENSG00000136021","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Sh3glb2","ENSMUSG00000026860","SH3GLB2","ENSG00000148341","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Shank1","ENSMUSG00000038738","SHANK1","ENSG00000161681","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Slc12a5","ENSMUSG00000017740","SLC12A5","ENSG00000124140","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Slc25a25","ENSMUSG00000026819","SLC25A25","ENSG00000148339","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Slit2","ENSMUSG00000031558","SLIT2","ENSG00000145147","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Snap91","ENSMUSG00000033419","SNAP91","ENSG00000065609","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Snx2","ENSMUSG00000034484","SNX2","ENSG00000205302","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Snx21","ENSMUSG00000050373","SNX21","ENSG00000124104","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Sorbs1","ENSMUSG00000025006","SORBS1","ENSG00000095637","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ssbp4","ENSMUSG00000070003","SSBP4","ENSG00000130511","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ssr1","ENSMUSG00000021427","SSR1","ENSG00000124783","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Stx3","ENSMUSG00000041488","STX3","ENSG00000166900","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Synj1","ENSMUSG00000022973","SYNJ1","ENSG00000159082","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Taf1b","ENSMUSG00000059669","TAF1B","ENSG00000115750","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Tbp","ENSMUSG00000014767","TBP","ENSG00000112592","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Tenm3","ENSMUSG00000031561","TENM3","ENSG00000218336","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Thoc7","ENSMUSG00000053453","THOC7","ENSG00000163634","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Tmem39a","ENSMUSG00000002845","TMEM39A","ENSG00000176142","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Tmem44","ENSMUSG00000022537","TMEM44","ENSG00000145014","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Tpd52l1","ENSMUSG00000000296","TPD52L1","ENSG00000111907","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Tpd52l2","ENSMUSG00000000827","TPD52L2","ENSG00000101150","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Trappc8","ENSMUSG00000033382","TRAPPC8","ENSG00000153339","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Trim9","ENSMUSG00000021071","TRIM9","ENSG00000100505","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ttc3","ENSMUSG00000040785","TTC3","ENSG00000182670","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ttyh1","ENSMUSG00000030428","TTYH1","ENSG00000167614","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Ube2q2","ENSMUSG00000032307","UBE2Q2","ENSG00000140367","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Vav2","ENSMUSG00000009621","VAV2","ENSG00000160293","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Vps13c","ENSMUSG00000035284","VPS13C","ENSG00000129003","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Wbp1","ENSMUSG00000030035","WBP1","ENSG00000239779","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Wdr17","ENSMUSG00000039375","WDR17","ENSG00000150627","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Zfp251","ENSMUSG00000022526","ZNF251","ENSG00000198169","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Zfp444","ENSMUSG00000044876","ZNF444","ENSG00000167685","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Zfyve27","ENSMUSG00000018820","ZFYVE27","ENSG00000155256","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Zmym3","ENSMUSG00000031310","ZMYM3","ENSG00000147130","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"Zmynd8","ENSMUSG00000039671","ZMYND8","ENSG00000101040","NOVA2data_07","nSR100","Mouse","AS","dataset16",NA
"0610010F05Rik","ENSMUSG00000042208","KIAA1841","ENSG00000162929","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"1700037H04Rik","ENSMUSG00000027327","C20orf27","ENSG00000101220","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"2410004B18Rik","ENSMUSG00000036873","C1orf52","ENSG00000162642","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"4930402H24Rik","ENSMUSG00000027309","C20orf194","ENSG00000088854","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"4931428F04Rik","ENSMUSG00000014837","KIAA0895L","ENSG00000196123","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"9930021J03Rik","ENSMUSG00000046138","KIAA2026","ENSG00000183354","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Aak1","ENSMUSG00000057230","AAK1","ENSG00000115977","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Aamdc","ENSMUSG00000035642","AAMDC","ENSG00000087884","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Aatk","ENSMUSG00000025375","AATK","ENSG00000181409","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Abcc5","ENSMUSG00000022822","ABCC5","ENSG00000114770","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Abhd14a","ENSMUSG00000042210","ABHD14A","ENSG00000248487","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Abi2","ENSMUSG00000026782","ABI2","ENSG00000138443","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ablim2","ENSMUSG00000029095","ABLIM2","ENSG00000163995","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Acin1","ENSMUSG00000022185","ACIN1","ENSG00000100813","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Acly","ENSMUSG00000020917","ACLY","ENSG00000131473","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Acss2","ENSMUSG00000027605","ACSS2","ENSG00000131069","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Actn1","ENSMUSG00000015143","ACTN1","ENSG00000072110","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Actr2","ENSMUSG00000020152","ACTR2","ENSG00000138071","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Acvr1","ENSMUSG00000026836","ACVR1","ENSG00000115170","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Adam22","ENSMUSG00000040537","ADAM22","ENSG00000008277","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Adam23","ENSMUSG00000025964","ADAM23","ENSG00000114948","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Adgrf5","ENSMUSG00000056492","ADGRF5","ENSG00000069122","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Adgrl2","ENSMUSG00000028184","ADGRL2","ENSG00000117114","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Adgrl3","ENSMUSG00000037605","ADGRL3","ENSG00000150471","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Adpgk","ENSMUSG00000025236","ADPGK","ENSG00000159322","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Aen","ENSMUSG00000030609","AEN","ENSG00000181026","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Agap2","ENSMUSG00000025422","AGAP2","ENSG00000135439","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Agrn","ENSMUSG00000041936","AGRN","ENSG00000188157","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ahctf1","ENSMUSG00000026491","AHCTF1","ENSG00000153207","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
"Ahcyl1","ENSMUSG00000027893","AHCYL1","ENSG00000168710","NOVA2data_08","PTBP2","Mouse","AS","dataset17",NA
