"","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_name","gene_status","gene_type","talon_gene","havana_gene","hgnc_id","level","remap_num_mappings","remap_status","remap_target_status","transcript_id","transcript_status","transcript_name","talon_transcript","NNC_transcript","exon_number","exon_id","talon_exon","exon_status","ont","remap_original_location","source.1","tag","NIC_transcript","ISM.prefix_to_IDs","ISM.prefix_transcript","ISM_to_IDs","ISM_transcript","ISM.suffix_to_IDs","ISM.suffix_transcript","transcript_type","havana_transcript","transcript_support_level","gencode_gene_status","remap_substituted_missing_target","gencode_transcript_status","ccdsid","protein_id","genomic_transcript","intergenic_novel","intergenic_transcript","antisense_gene","gene_antisense_to_IDs","antisense_transcript"
"2458","chr6",99773829,99776235,2407,"-","TALON","exon",NA,NA,"ENSG00000146267.12_4","FAXC","KNOWN","protein_coding","21274",NA,NA,NA,NA,NA,NA,"TALONT000641629","NOVEL","TALONT000641629","641629",NA,"1","1645834","1645834","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","chr6",101841318,101841713,396,"+","TALON","exon",NA,NA,"ENSG00000164418.20_5","GRIK2","KNOWN","protein_coding","21297",NA,NA,NA,NA,NA,NA,"TALONT001429840","NOVEL","TALONT001429840","1429840",NA,"1","1650719","1650719","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","chr6",102359692,102359958,267,"+","TALON","exon",NA,NA,"ENSG00000164418.20_5","GRIK2","KNOWN","protein_coding","21297",NA,NA,NA,NA,NA,NA,"TALONT000645013","NOVEL","TALONT000645013","645013",NA,"1","1651005","1651005","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461","chr6",102359989,102363247,3259,"+","TALON","exon",NA,NA,"ENSG00000164418.20_5","GRIK2","KNOWN","protein_coding","21297",NA,NA,NA,NA,NA,NA,"TALONT000645013","NOVEL","TALONT000645013","645013",NA,"2","1651006","1651006","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","chr6",102359958,102359960,3,"+","TALON","exon",NA,NA,"ENSG00000164418.20_5","GRIK2","KNOWN","protein_coding","21297",NA,NA,NA,NA,NA,NA,"TALONT000645017","NOVEL","TALONT000645017","645017",NA,"1","1651012","1651012","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","chr6",105762011,105763871,1861,"-","TALON","exon",NA,NA,"ENSG00000085377.14_5","PREP","KNOWN","protein_coding","21322",NA,NA,NA,NA,NA,NA,"TALONT000645560","NOVEL","TALONT000645560","645560",NA,"1","1651701","1651701","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","chr6",105761145,105761268,124,"-","TALON","exon",NA,NA,"ENSG00000085377.14_5","PREP","KNOWN","protein_coding","21322",NA,NA,NA,NA,NA,NA,"TALONT000645560","NOVEL","TALONT000645560","645560",NA,"2","1651698","1651698","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","chr6",105763054,105764464,1411,"-","TALON","exon",NA,NA,"ENSG00000085377.14_5","PREP","KNOWN","protein_coding","21322",NA,NA,NA,NA,NA,NA,"TALONT000645710","NOVEL","TALONT000645710","645710",NA,"11","1651868","1651868","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466","chr6",106728090,106728124,35,"-","TALON","exon",NA,NA,"ENSG00000057663.16_6","ATG5","KNOWN","protein_coding","21332",NA,NA,NA,NA,NA,NA,"TALONT000645802","NOVEL","TALONT000645802","645802",NA,"5","1651956","1651956","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","chr6",106700249,106700338,90,"-","TALON","exon",NA,NA,"ENSG00000057663.16_6","ATG5","KNOWN","protein_coding","21332",NA,NA,NA,NA,NA,NA,"TALONT000645960","NOVEL","TALONT000645960","645960",NA,"6","1652143","1652143","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468","chr6",107007046,107007964,919,"-","TALON","exon",NA,NA,"ENSG00000130347.13_4","RTN4IP1","KNOWN","protein_coding","21342",NA,NA,NA,NA,NA,NA,"TALONT000646045","NOVEL","TALONT000646045","646045",NA,"10","1652284","1652284","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","chr6",107963447,107964651,1205,"+","TALON","exon",NA,NA,"ENSG00000112320.12_3","SOBP","KNOWN","protein_coding","21356",NA,NA,NA,NA,NA,NA,"TALONT000647133","NOVEL","TALONT000647133","647133",NA,"1","1654141","1654141","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","chr6",107965472,107966735,1264,"+","TALON","exon",NA,NA,"ENSG00000112320.12_3","SOBP","KNOWN","protein_coding","21356",NA,NA,NA,NA,NA,NA,"TALONT000647133","NOVEL","TALONT000647133","647133",NA,"2","1654142","1654142","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","chr6",108440109,108440394,286,"+","TALON","exon",NA,NA,"ENSG00000225174.2_5","OSTM1-AS1","KNOWN","lncRNA","21371",NA,NA,NA,NA,NA,NA,"TALONT000649474","NOVEL","TALONT000649474","649474",NA,"1","1657571","1657571","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","chr6",108440394,108440807,414,"+","TALON","exon",NA,NA,"ENSG00000225174.2_5","OSTM1-AS1","KNOWN","lncRNA","21371",NA,NA,NA,NA,NA,NA,"TALONT000649480","NOVEL","TALONT000649480","649480",NA,"1","1657580","1657580","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473","chr6",108788881,108790504,1624,"-","TALON","exon",NA,NA,"ENSG00000287044.1_2","AL139106.1","KNOWN","lncRNA","21387",NA,NA,NA,NA,NA,NA,"TALONT000650191","NOVEL","TALONT000650191","650191",NA,"4","1658697","1658697","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474","chr6",109203467,109205236,1770,"+","TALON","exon",NA,NA,"ENSG00000118690.13_6","ARMC2","KNOWN","protein_coding","21395",NA,NA,NA,NA,NA,NA,"TALONT000650525","NOVEL","TALONT000650525","650525",NA,"3","1659266","1659266","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475","chr6",109203529,109203745,217,"+","TALON","exon",NA,NA,"ENSG00000118690.13_6","ARMC2","KNOWN","protein_coding","21395",NA,NA,NA,NA,NA,NA,"TALONT001440975","NOVEL","TALONT001440975","1440975",NA,"7","1659283","1659283","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","chr6",109203529,109205236,1708,"+","TALON","exon",NA,NA,"ENSG00000118690.13_6","ARMC2","KNOWN","protein_coding","21395",NA,NA,NA,NA,NA,NA,"TALONT000650542","NOVEL","TALONT000650542","650542",NA,"7","1659308","1659308","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477","chr6",109485919,109485956,38,"+","TALON","exon",NA,NA,"ENSG00000203799.13_4","CCDC162P","KNOWN","transcribed_unitary_pseudogene","21403",NA,NA,NA,NA,NA,NA,"TALONT000651862","NOVEL","TALONT000651862","651862",NA,"1","1661147","1661147","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478","chr6",109492726,109495302,2577,"+","TALON","exon",NA,NA,"ENSG00000203799.13_4","CCDC162P","KNOWN","transcribed_unitary_pseudogene","21403",NA,NA,NA,NA,NA,NA,"TALONT000651862","NOVEL","TALONT000651862","651862",NA,"2","1661148","1661148","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479","chr6",109776364,109776654,291,"-","TALON","exon",NA,NA,"ENSG00000135596.18_7","MICAL1","KNOWN","protein_coding","21414",NA,NA,NA,NA,NA,NA,"TALONT000653655","NOVEL","TALONT000653655","653655",NA,"2","1663552","1663552","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","chr6",110007047,110007263,217,"-","TALON","exon",NA,NA,"ENSG00000155085.15_4","AK9","KNOWN","protein_coding","21417",NA,NA,NA,NA,NA,NA,"TALONT000654007","NOVEL","TALONT000654007","654007",NA,"2","1664144","1664144","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481","chr6",110008482,110008949,468,"+","TALON","exon",NA,NA,"ENSG00000112367.10_2","FIG4","KNOWN","protein_coding","21419",NA,NA,NA,NA,NA,NA,"TALONT002654734","NOVEL","TALONT002654734","2654734",NA,"1","5308949","5308949","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482","chr6",110199025,110199319,295,"+","TALON","exon",NA,NA,"ENSG00000112367.10_2","FIG4","KNOWN","protein_coding","21419",NA,NA,NA,NA,NA,NA,"TALONT000654209","NOVEL","TALONT000654209","654209",NA,"23","1664449","1664449","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483","chr6",110498945,110499006,62,"-","TALON","exon",NA,NA,"ENSG00000112290.13_6","WASF1","KNOWN","protein_coding","21423",NA,NA,NA,NA,NA,NA,"TALONT000655668","NOVEL","TALONT000655668","655668",NA,"3","1666266","1666266","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484","chr6",110604771,110604900,130,"-","TALON","exon",NA,NA,"ENSG00000112290.13_6","WASF1","KNOWN","protein_coding","21423",NA,NA,NA,NA,NA,NA,"TALONT000655937","NOVEL","TALONT000655937","655937",NA,"1","1666600","1666600","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","chr6",110565745,110565813,69,"-","TALON","exon",NA,NA,"ENSG00000112290.13_6","WASF1","KNOWN","protein_coding","21423",NA,NA,NA,NA,NA,NA,"TALONT000655937","NOVEL","TALONT000655937","655937",NA,"3","1666598","1666598","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486","chr6",110432498,110432584,87,"-","TALON","exon",NA,NA,"ENSG00000112290.13_6","WASF1","KNOWN","protein_coding","21423",NA,NA,NA,NA,NA,NA,"TALONT000656401","NOVEL","TALONT000656401","656401",NA,"4","1667332","1667332","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487","chr6",110499613,110499801,189,"-","TALON","exon",NA,NA,"ENSG00000112290.13_6","WASF1","KNOWN","protein_coding","21423",NA,NA,NA,NA,NA,NA,"TALONT001452598","NOVEL","TALONT001452598","1452598",NA,"1","3051161","3051161","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","chr6",110549255,110549351,97,"-","TALON","exon",NA,NA,"ENSG00000112290.13_6","WASF1","KNOWN","protein_coding","21423",NA,NA,NA,NA,NA,NA,"TALONT001453077","NOVEL","TALONT001453077","1453077",NA,"4","3052126","3052126","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","chr6",110496196,110496315,120,"-","TALON","exon",NA,NA,"ENSG00000112290.13_6","WASF1","KNOWN","protein_coding","21423",NA,NA,NA,NA,NA,NA,"TALONT002655776","NOVEL","TALONT002655776","2655776",NA,"1","5310768","5310768","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490","chr6",111135594,111136018,425,"+","TALON","exon",NA,NA,"ENSG00000123505.18_7","AMD1","KNOWN","polymorphic_pseudogene","21442",NA,NA,NA,NA,NA,NA,"TALONT000657356","NOVEL","TALONT000657356","657356",NA,"1","1668886","1668886","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2491","chr6",111291529,111292836,1308,"+","TALON","exon",NA,NA,"ENSG00000155115.7_3","GTF3C6","KNOWN","protein_coding","21444",NA,NA,NA,NA,NA,NA,"TALONT000657775","NOVEL","TALONT000657775","657775",NA,"7","1669445","1669445","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2492","chr6",111291538,111292386,849,"+","TALON","exon",NA,NA,"ENSG00000155115.7_3","GTF3C6","KNOWN","protein_coding","21444",NA,NA,NA,NA,NA,NA,"TALONT000657783","NOVEL","TALONT000657783","657783",NA,"7","1669470","1669470","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2493","chr6",111291509,111292386,878,"+","TALON","exon",NA,NA,"ENSG00000155115.7_3","GTF3C6","KNOWN","protein_coding","21444",NA,NA,NA,NA,NA,NA,"TALONT000657791","NOVEL","TALONT000657791","657791",NA,"7","1669488","1669488","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2494","chr6",111292142,111293525,1384,"+","TALON","exon",NA,NA,"ENSG00000155115.7_3","GTF3C6","KNOWN","protein_coding","21444",NA,NA,NA,NA,NA,NA,"TALONT001458804","NOVEL","TALONT001458804","1458804",NA,"7","3062690","3062690","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495","chr6",111795449,111795682,234,"-","TALON","exon",NA,NA,"ENSG00000009413.16_5","REV3L","KNOWN","protein_coding","21455",NA,NA,NA,NA,NA,NA,"TALONT000658466","NOVEL","TALONT000658466","658466",NA,"2","1670465","1670465","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2496","chr6",111719338,111721634,2297,"-","TALON","exon",NA,NA,"ENSG00000009413.16_5","REV3L","KNOWN","protein_coding","21455",NA,NA,NA,NA,NA,NA,"TALONT000658611","NOVEL","TALONT000658611","658611",NA,"1","1670662","1670662","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2497","chr6",111718585,111719195,611,"-","TALON","exon",NA,NA,"ENSG00000009413.16_5","REV3L","KNOWN","protein_coding","21455",NA,NA,NA,NA,NA,NA,"TALONT000658611","NOVEL","TALONT000658611","658611",NA,"2","1670663","1670663","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2498","chr6",111909150,111909345,196,"+","TALON","exon",NA,NA,"ENSG00000231889.7_6","TRAF3IP2-AS1","KNOWN","lncRNA","21460",NA,NA,NA,NA,NA,NA,"TALONT000658678","NOVEL","TALONT000658678","658678",NA,"4","1670752","1670752","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2499","chr6",111915393,111915614,222,"+","TALON","exon",NA,NA,"ENSG00000231889.7_6","TRAF3IP2-AS1","KNOWN","lncRNA","21460",NA,NA,NA,NA,NA,NA,"TALONT000658700","NOVEL","TALONT000658700","658700",NA,"5","1670788","1670788","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500","chr6",111891288,111891430,143,"+","TALON","exon",NA,NA,"ENSG00000231889.7_6","TRAF3IP2-AS1","KNOWN","lncRNA","21460",NA,NA,NA,NA,NA,NA,"TALONT000658753","NOVEL","TALONT000658753","658753",NA,"2","1670836","1670836","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501","chr6",114285384,114285419,36,"-","TALON","exon",NA,NA,"ENSG00000196591.12_5","HDAC2","KNOWN","protein_coding","21510",NA,NA,NA,NA,NA,NA,"TALONT000661509","NOVEL","TALONT000661509","661509",NA,"3","1674678","1674678","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2502","chr6",114285384,114285406,23,"-","TALON","exon",NA,NA,"ENSG00000196591.12_5","HDAC2","KNOWN","protein_coding","21510",NA,NA,NA,NA,NA,NA,"TALONT001465948","NOVEL","TALONT001465948","1465948",NA,"3","1675017","1675017","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2503","chr6",114272203,114273373,1171,"-","TALON","exon",NA,NA,"ENSG00000196591.12_5","HDAC2","KNOWN","protein_coding","21510",NA,NA,NA,NA,NA,NA,"TALONT000661755","NOVEL","TALONT000661755","661755",NA,"7","1675066","1675066","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504","chr6",114342145,114342211,67,"+","TALON","exon",NA,NA,"ENSG00000228624.7_6","HDAC2-AS2","KNOWN","lncRNA","21511",NA,NA,NA,NA,NA,NA,"TALONT001474866","NOVEL","TALONT001474866","1474866",NA,"5","3091390","3091390","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505","chr6",114369055,114369156,102,"+","TALON","exon",NA,NA,"ENSG00000228624.7_6","HDAC2-AS2","KNOWN","lncRNA","21511",NA,NA,NA,NA,NA,NA,"TALONT001474987","NOVEL","TALONT001474987","1474987",NA,"5","1675179","1675179","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2506","chr6",114370541,114371767,1227,"+","TALON","exon",NA,NA,"ENSG00000228624.7_6","HDAC2-AS2","KNOWN","lncRNA","21511",NA,NA,NA,NA,NA,NA,"TALONT001474987","NOVEL","TALONT001474987","1474987",NA,"6","1675240","1675240","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2507","chr6",114662536,114662588,53,"-","TALON","exon",NA,NA,"ENSG00000249853.7_6","HS3ST5","KNOWN","protein_coding","21513",NA,NA,NA,NA,NA,NA,"TALONT001475122","NOVEL","TALONT001475122","1475122",NA,"1","3091805","3091805","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2508","chr6",114522944,114523036,93,"-","TALON","exon",NA,NA,"ENSG00000249853.7_6","HS3ST5","KNOWN","protein_coding","21513",NA,NA,NA,NA,NA,NA,"TALONT002676596","NOVEL","TALONT002676596","2676596",NA,"3","3091817","3091817","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2509","chr6",114468944,114469038,95,"-","TALON","exon",NA,NA,"ENSG00000249853.7_6","HS3ST5","KNOWN","protein_coding","21513",NA,NA,NA,NA,NA,NA,"TALONT001475167","NOVEL","TALONT001475167","1475167",NA,"4","3091884","3091884","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2510","chr6",117921259,117921334,76,"-","TALON","exon",NA,NA,"ENSG00000047932.14_6","GOPC","KNOWN","protein_coding","21565",NA,NA,NA,NA,NA,NA,"TALONT000663559","NOVEL","TALONT000663559","663559",NA,"2","1677520","1677520","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2511","chr6",118012896,118012940,45,"+","TALON","exon",NA,NA,"ENSG00000153989.8_3","NUS1","KNOWN","protein_coding","21567",NA,NA,NA,NA,NA,NA,"TALONT000664006","NOVEL","TALONT000664006","664006",NA,"2","1678323","1678323","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2512","chr6",118010914,118011006,93,"+","TALON","exon",NA,NA,"ENSG00000153989.8_3","NUS1","KNOWN","protein_coding","21567",NA,NA,NA,NA,NA,NA,"TALONT000664078","NOVEL","TALONT000664078","664078",NA,"2","1678474","1678474","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2513","chr6",118346058,118348614,2557,"+","TALON","exon",NA,NA,"ENSG00000196376.11_4","SLC35F1","KNOWN","protein_coding","21568",NA,NA,NA,NA,NA,NA,"TALONT000664805","NOVEL","TALONT000664805","664805",NA,"1","1679534","1679534","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2514","chr6",118349042,118350116,1075,"+","TALON","exon",NA,NA,"ENSG00000196376.11_4","SLC35F1","KNOWN","protein_coding","21568",NA,NA,NA,NA,NA,NA,"TALONT000664805","NOVEL","TALONT000664805","664805",NA,"2","1679535","1679535","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515","chr6",118928059,118929391,1333,"-","TALON","exon",NA,NA,"ENSG00000111860.14_7","CEP85L","KNOWN","protein_coding","21571",NA,NA,NA,NA,NA,NA,"TALONT000665610","NOVEL","TALONT000665610","665610",NA,"3","1680747","1680747","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516","chr6",122751138,122751293,156,"+","TALON","exon",NA,NA,"ENSG00000025156.13_6","HSF2","KNOWN","protein_coding","21610",NA,NA,NA,NA,NA,NA,"TALONT000667456","NOVEL","TALONT000667456","667456",NA,"11","1683360","1683360","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2517","chr6",122783478,122783497,20,"-","TALON","exon",NA,NA,"ENSG00000111897.7_4","SERINC1","KNOWN","protein_coding","21612",NA,NA,NA,NA,NA,NA,"TALONT001489357","NOVEL","TALONT001489357","1489357",NA,"2","3118375","3118375","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518","chr6",124292970,124294723,1754,"+","TALON","exon",NA,NA,"ENSG00000188580.15_4","NKAIN2","KNOWN","protein_coding","21631",NA,NA,NA,NA,NA,NA,"TALONT001494432","NOVEL","TALONT001494432","1494432",NA,"1","3127924","3127924","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2519","chr6",124294864,124295160,297,"+","TALON","exon",NA,NA,"ENSG00000188580.15_4","NKAIN2","KNOWN","protein_coding","21631",NA,NA,NA,NA,NA,NA,"TALONT001494432","NOVEL","TALONT001494432","1494432",NA,"2","3127922","3127922","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2520","chr6",124302814,124304950,2137,"+","TALON","exon",NA,NA,"ENSG00000188580.15_4","NKAIN2","KNOWN","protein_coding","21631",NA,NA,NA,NA,NA,NA,"TALONT000671057","NOVEL","TALONT000671057","671057",NA,"1","1689493","1689493","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521","chr6",124306453,124307281,829,"+","TALON","exon",NA,NA,"ENSG00000188580.15_4","NKAIN2","KNOWN","protein_coding","21631",NA,NA,NA,NA,NA,NA,"TALONT000671057","NOVEL","TALONT000671057","671057",NA,"2","1689494","1689494","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2522","chr6",124303386,124305147,1762,"+","TALON","exon",NA,NA,"ENSG00000188580.15_4","NKAIN2","KNOWN","protein_coding","21631",NA,NA,NA,NA,NA,NA,"TALONT002692629","NOVEL","TALONT002692629","2692629",NA,"1","5377097","5377097","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
