ensg	set
ENSG00000164591	DTU.up
ENSG00000164654	DTU.up
ENSG00000164692	DTU.up
ENSG00000164758	DTU.up
ENSG00000164830	DTU.up
ENSG00000164924	DTU.up
ENSG00000164951	DTU.up
ENSG00000164975	DTU.up
ENSG00000164985	DTU.up
ENSG00000165119	DTU.up
ENSG00000165219	DTU.up
ENSG00000165449	DTU.up
ENSG00000165475	DTU.up
ENSG00000165487	DTU.up
ENSG00000165533	DTU.up
ENSG00000165630	DTU.up
ENSG00000165637	DTU.up
ENSG00000165795	DTU.up
ENSG00000165801	DTU.up
ENSG00000165804	DTU.up
ENSG00000165821	DTU.up
ENSG00000165868	DTU.up
ENSG00000165895	DTU.up
ENSG00000165966	DTU.up
ENSG00000166272	DTU.up
ENSG00000166313	DTU.up
ENSG00000166387	DTU.up
ENSG00000166484	DTU.up
ENSG00000166508	DTU.up
ENSG00000166532	DTU.up
ENSG00000166548	DTU.up
ENSG00000166682	DTU.up
ENSG00000166685	DTU.up
ENSG00000166689	DTU.up
ENSG00000166704	DTU.up
ENSG00000166734	DTU.up
ENSG00000166780	DTU.up
ENSG00000166821	DTU.up
ENSG00000166822	DTU.up
ENSG00000166912	DTU.up
ENSG00000166946	DTU.up
ENSG00000166963	DTU.up
ENSG00000166974	DTU.up
ENSG00000167065	DTU.up
ENSG00000167191	DTU.up
ENSG00000167258	DTU.up
ENSG00000167371	DTU.up
ENSG00000167377	DTU.up
ENSG00000167508	DTU.up
ENSG00000167535	DTU.up
ENSG00000167553	DTU.up
ENSG00000167632	DTU.up
ENSG00000167699	DTU.up
ENSG00000167702	DTU.up
ENSG00000167703	DTU.up
ENSG00000167766	DTU.up
ENSG00000167778	DTU.up
ENSG00000167912	DTU.up
ENSG00000167986	DTU.up
ENSG00000168010	DTU.up
ENSG00000168036	DTU.up
ENSG00000168175	DTU.up
ENSG00000168288	DTU.up
ENSG00000168297	DTU.up
ENSG00000168301	DTU.up
ENSG00000168385	DTU.up
ENSG00000168397	DTU.up
ENSG00000168434	DTU.up
ENSG00000168490	DTU.up
ENSG00000168502	DTU.up
ENSG00000168614	DTU.up
ENSG00000168615	DTU.up
ENSG00000168672	DTU.up
ENSG00000168675	DTU.up
ENSG00000168758	DTU.up
ENSG00000168843	DTU.up
ENSG00000168936	DTU.up
ENSG00000168952	DTU.up
ENSG00000168958	DTU.up
ENSG00000168993	DTU.up
ENSG00000169122	DTU.up
ENSG00000169169	DTU.up
ENSG00000169193	DTU.up
ENSG00000169255	DTU.up
ENSG00000169299	DTU.up
ENSG00000169371	DTU.up
ENSG00000169398	DTU.up
ENSG00000169519	DTU.up
ENSG00000169554	DTU.up
ENSG00000169592	DTU.up
ENSG00000169604	DTU.up
ENSG00000169607	DTU.up
ENSG00000169683	DTU.up
ENSG00000169756	DTU.up
ENSG00000169764	DTU.up
ENSG00000169813	DTU.up
ENSG00000169855	DTU.up
ENSG00000170017	DTU.up
ENSG00000170142	DTU.up
ENSG00000170248	DTU.up
ENSG00000170291	DTU.up
ENSG00000170315	DTU.up
ENSG00000170345	DTU.up
ENSG00000170364	DTU.up
ENSG00000170396	DTU.up
ENSG00000170525	DTU.up
ENSG00000170667	DTU.up
ENSG00000170727	DTU.up
ENSG00000170776	DTU.up
ENSG00000170871	DTU.up
ENSG00000170873	DTU.up
ENSG00000170917	DTU.up
ENSG00000171100	DTU.up
ENSG00000171302	DTU.up
ENSG00000171316	DTU.up
ENSG00000171467	DTU.up
ENSG00000171476	DTU.up
ENSG00000171552	DTU.up
ENSG00000171603	DTU.up
ENSG00000171649	DTU.up
ENSG00000171723	DTU.up
ENSG00000171735	DTU.up
ENSG00000171766	DTU.up
ENSG00000171843	DTU.up
ENSG00000171928	DTU.up
ENSG00000171953	DTU.up
ENSG00000172009	DTU.up
ENSG00000172159	DTU.up
ENSG00000172239	DTU.up
ENSG00000172348	DTU.up
ENSG00000172379	DTU.up
ENSG00000172469	DTU.up
ENSG00000172731	DTU.up
ENSG00000172893	DTU.up
ENSG00000172977	DTU.up
ENSG00000172995	DTU.up
ENSG00000173020	DTU.up
ENSG00000173040	DTU.up
ENSG00000173041	DTU.up
ENSG00000173114	DTU.up
ENSG00000173210	DTU.up
ENSG00000173273	DTU.up
ENSG00000173406	DTU.up
ENSG00000173482	DTU.up
ENSG00000173812	DTU.up
ENSG00000173889	DTU.up
ENSG00000174373	DTU.up
ENSG00000174437	DTU.up
ENSG00000174483	DTU.up
ENSG00000174501	DTU.up
ENSG00000174652	DTU.up
ENSG00000174705	DTU.up
ENSG00000174720	DTU.up
ENSG00000174943	DTU.up
ENSG00000175029	DTU.up
ENSG00000175061	DTU.up
ENSG00000175093	DTU.up
ENSG00000175161	DTU.up
ENSG00000175182	DTU.up
ENSG00000175216	DTU.up
ENSG00000175224	DTU.up
ENSG00000175348	DTU.up
ENSG00000175354	DTU.up
ENSG00000175387	DTU.up
ENSG00000175395	DTU.up
ENSG00000175416	DTU.up
ENSG00000175575	DTU.up
ENSG00000175582	DTU.up
ENSG00000175634	DTU.up
ENSG00000175662	DTU.up
ENSG00000175866	DTU.up
ENSG00000175893	DTU.up
ENSG00000176142	DTU.up
ENSG00000176155	DTU.up
ENSG00000176170	DTU.up
ENSG00000176463	DTU.up
ENSG00000176771	DTU.up
ENSG00000176978	DTU.up
ENSG00000177054	DTU.up
ENSG00000177082	DTU.up
ENSG00000177098	DTU.up
ENSG00000177150	DTU.up
ENSG00000177181	DTU.up
ENSG00000177311	DTU.up
ENSG00000177380	DTU.up
ENSG00000177565	DTU.up
ENSG00000177628	DTU.up
ENSG00000177879	DTU.up
ENSG00000177917	DTU.up
ENSG00000178104	DTU.up
ENSG00000178177	DTU.up
ENSG00000178188	DTU.up
ENSG00000178234	DTU.up
ENSG00000178252	DTU.up
ENSG00000178295	DTU.up
ENSG00000178338	DTU.up
ENSG00000178498	DTU.up
ENSG00000178502	DTU.up
ENSG00000178761	DTU.up
ENSG00000178878	DTU.up
ENSG00000178982	DTU.up
ENSG00000179094	DTU.up
ENSG00000179152	DTU.up
ENSG00000179195	DTU.up
ENSG00000179222	DTU.up
ENSG00000179241	DTU.up
ENSG00000179387	DTU.up
ENSG00000179604	DTU.up
ENSG00000179796	DTU.up
ENSG00000179915	DTU.up
ENSG00000180035	DTU.up
ENSG00000180198	DTU.up
ENSG00000180398	DTU.up
ENSG00000180530	DTU.up
ENSG00000180747	DTU.up
ENSG00000180900	DTU.up
ENSG00000180957	DTU.up
ENSG00000181195	DTU.up
ENSG00000181751	DTU.up
ENSG00000181982	DTU.up
ENSG00000182050	DTU.up
ENSG00000182175	DTU.up
ENSG00000182287	DTU.up
ENSG00000182389	DTU.up
ENSG00000182473	DTU.up
ENSG00000182541	DTU.up
ENSG00000182568	DTU.up
ENSG00000182667	DTU.up
ENSG00000182670	DTU.up
ENSG00000182841	DTU.up
ENSG00000182923	DTU.up
ENSG00000182944	DTU.up
ENSG00000182957	DTU.up
ENSG00000182963	DTU.up
ENSG00000182979	DTU.up
ENSG00000182985	DTU.up
ENSG00000183044	DTU.up
ENSG00000183172	DTU.up
ENSG00000183337	DTU.up
ENSG00000183506	DTU.up
ENSG00000183530	DTU.up
ENSG00000183647	DTU.up
ENSG00000183718	DTU.up
ENSG00000183763	DTU.up
ENSG00000183808	DTU.up
ENSG00000183963	DTU.up
ENSG00000184014	DTU.up
ENSG00000184117	DTU.up
ENSG00000184205	DTU.up
ENSG00000184432	DTU.up
ENSG00000184489	DTU.up
ENSG00000184588	DTU.up
ENSG00000184602	DTU.up
ENSG00000184613	DTU.up
ENSG00000184635	DTU.up
ENSG00000184640	DTU.up
ENSG00000184672	DTU.up
ENSG00000184702	DTU.up
ENSG00000185008	DTU.up
ENSG00000185010	DTU.up
ENSG00000185024	DTU.up
ENSG00000185046	DTU.up
ENSG00000185164	DTU.up
ENSG00000185236	DTU.up
ENSG00000185442	DTU.up
ENSG00000185485	DTU.up
ENSG00000185565	DTU.up
ENSG00000185624	DTU.up
ENSG00000185627	DTU.up
ENSG00000185630	DTU.up
ENSG00000185651	DTU.up
ENSG00000185658	DTU.up
ENSG00000185787	DTU.up
ENSG00000185917	DTU.up
ENSG00000186001	DTU.up
ENSG00000186017	DTU.up
ENSG00000186020	DTU.up
ENSG00000186073	DTU.up
ENSG00000186132	DTU.up
ENSG00000186230	DTU.up
ENSG00000186260	DTU.up
ENSG00000186298	DTU.up
ENSG00000186468	DTU.up
ENSG00000186566	DTU.up
ENSG00000186575	DTU.up
ENSG00000186635	DTU.up
ENSG00000186642	DTU.up
ENSG00000186814	DTU.up
ENSG00000186960	DTU.up
ENSG00000187122	DTU.up
ENSG00000187123	DTU.up
ENSG00000187164	DTU.up
ENSG00000187243	DTU.up
ENSG00000187391	DTU.up
ENSG00000187609	DTU.up
ENSG00000187735	DTU.up
ENSG00000187742	DTU.up
ENSG00000187815	DTU.up
ENSG00000187840	DTU.up
ENSG00000188343	DTU.up
ENSG00000188493	DTU.up
ENSG00000188559	DTU.up
ENSG00000188580	DTU.up
ENSG00000188643	DTU.up
ENSG00000188811	DTU.up
ENSG00000188976	DTU.up
ENSG00000189221	DTU.up
ENSG00000189227	DTU.up
ENSG00000189306	DTU.up
ENSG00000196123	DTU.up
ENSG00000196220	DTU.up
ENSG00000196235	DTU.up
ENSG00000196267	DTU.up
ENSG00000196275	DTU.up
ENSG00000196305	DTU.up
ENSG00000196405	DTU.up
ENSG00000196428	DTU.up
ENSG00000196437	DTU.up
ENSG00000196458	DTU.up
ENSG00000196476	DTU.up
ENSG00000196504	DTU.up
ENSG00000196507	DTU.up
ENSG00000196526	DTU.up
ENSG00000196535	DTU.up
ENSG00000196542	DTU.up
ENSG00000196586	DTU.up
ENSG00000196628	DTU.up
ENSG00000196670	DTU.up
ENSG00000196693	DTU.up
ENSG00000196712	DTU.up
ENSG00000196730	DTU.up
ENSG00000196776	DTU.up
ENSG00000196821	DTU.up
ENSG00000196912	DTU.up
ENSG00000196914	DTU.up
ENSG00000196923	DTU.up
ENSG00000196924	DTU.up
ENSG00000196950	DTU.up
ENSG00000196961	DTU.up
ENSG00000197008	DTU.up
ENSG00000197043	DTU.up
ENSG00000197093	DTU.up
ENSG00000197122	DTU.up
ENSG00000197170	DTU.up
ENSG00000197217	DTU.up
ENSG00000197226	DTU.up
ENSG00000197343	DTU.up
ENSG00000197372	DTU.up
ENSG00000197448	DTU.up
ENSG00000197555	DTU.up
ENSG00000197563	DTU.up
ENSG00000197579	DTU.up
ENSG00000197694	DTU.up
ENSG00000197746	DTU.up
ENSG00000197841	DTU.up
ENSG00000197951	DTU.up
ENSG00000197959	DTU.up
ENSG00000197965	DTU.up
ENSG00000197971	DTU.up
ENSG00000198015	DTU.up
ENSG00000198053	DTU.up
ENSG00000198060	DTU.up
ENSG00000198075	DTU.up
ENSG00000198081	DTU.up
ENSG00000198105	DTU.up
ENSG00000198130	DTU.up
ENSG00000198157	DTU.up
ENSG00000198169	DTU.up
ENSG00000198171	DTU.up
ENSG00000198216	DTU.up
ENSG00000198218	DTU.up
ENSG00000198363	DTU.up
ENSG00000198399	DTU.up
ENSG00000198431	DTU.up
ENSG00000198478	DTU.up
ENSG00000198513	DTU.up
ENSG00000198561	DTU.up
ENSG00000198563	DTU.up
ENSG00000198663	DTU.up
ENSG00000198700	DTU.up
ENSG00000198752	DTU.up
ENSG00000198792	DTU.up
ENSG00000198794	DTU.up
ENSG00000198816	DTU.up
ENSG00000198818	DTU.up
ENSG00000198825	DTU.up
ENSG00000198826	DTU.up
ENSG00000198843	DTU.up
ENSG00000198898	DTU.up
ENSG00000198924	DTU.up
ENSG00000198952	DTU.up
ENSG00000198954	DTU.up
ENSG00000198964	DTU.up
ENSG00000203879	DTU.up
ENSG00000203880	DTU.up
ENSG00000204070	DTU.up
ENSG00000204130	DTU.up
ENSG00000204256	DTU.up
ENSG00000204352	DTU.up
ENSG00000204371	DTU.up
ENSG00000204427	DTU.up
ENSG00000204463	DTU.up
ENSG00000204519	DTU.up
ENSG00000204580	DTU.up
ENSG00000204634	DTU.up
ENSG00000204650	DTU.up
ENSG00000204842	DTU.up
ENSG00000204843	DTU.up
ENSG00000204970	DTU.up
ENSG00000205060	DTU.up
ENSG00000205302	DTU.up
ENSG00000205571	DTU.up
ENSG00000205659	DTU.up
ENSG00000205765	DTU.up
ENSG00000205937	DTU.up
ENSG00000205981	DTU.up
ENSG00000206053	DTU.up
ENSG00000211460	DTU.up
ENSG00000212719	DTU.up
ENSG00000213024	DTU.up
ENSG00000213096	DTU.up
ENSG00000213341	DTU.up
ENSG00000213585	DTU.up
ENSG00000213639	DTU.up
ENSG00000213923	DTU.up
ENSG00000213983	DTU.up
ENSG00000214135	DTU.up
ENSG00000214253	DTU.up
ENSG00000214548	DTU.up
ENSG00000214706	DTU.up
ENSG00000214719	DTU.up
ENSG00000214870	DTU.up
ENSG00000215386	DTU.up
ENSG00000215452	DTU.up
ENSG00000216775	DTU.up
ENSG00000217555	DTU.up
ENSG00000219438	DTU.up
ENSG00000219481	DTU.up
ENSG00000219626	DTU.up
ENSG00000220205	DTU.up
ENSG00000221978	DTU.up
ENSG00000221994	DTU.up
ENSG00000224078	DTU.up
ENSG00000225470	DTU.up
ENSG00000225648	DTU.up
ENSG00000225706	DTU.up
ENSG00000225733	DTU.up
ENSG00000225783	DTU.up
ENSG00000226508	DTU.up
ENSG00000227232	DTU.up
ENSG00000227500	DTU.up
ENSG00000228222	DTU.up
ENSG00000229743	DTU.up
ENSG00000230417	DTU.up
ENSG00000230590	DTU.up
ENSG00000231205	DTU.up
ENSG00000231925	DTU.up
ENSG00000232119	DTU.up
ENSG00000233723	DTU.up
ENSG00000234177	DTU.up
ENSG00000235162	DTU.up
ENSG00000235437	DTU.up
ENSG00000236088	DTU.up
ENSG00000236144	DTU.up
ENSG00000236287	DTU.up
ENSG00000236943	DTU.up
ENSG00000237298	DTU.up
ENSG00000237441	DTU.up
ENSG00000237649	DTU.up
ENSG00000237765	DTU.up
ENSG00000238197	DTU.up
ENSG00000240230	DTU.up
ENSG00000240303	DTU.up
ENSG00000241878	DTU.up
ENSG00000242779	DTU.up
ENSG00000242808	DTU.up
ENSG00000243701	DTU.up
ENSG00000243943	DTU.up
ENSG00000244687	DTU.up
ENSG00000244754	DTU.up
ENSG00000245526	DTU.up
ENSG00000246089	DTU.up
ENSG00000246705	DTU.up
ENSG00000247092	DTU.up
ENSG00000247828	DTU.up
ENSG00000248333	DTU.up
ENSG00000249115	DTU.up
ENSG00000249242	DTU.up
ENSG00000250056	DTU.up
ENSG00000250317	DTU.up
ENSG00000253352	DTU.up
ENSG00000253485	DTU.up
ENSG00000254221	DTU.up
ENSG00000255248	DTU.up
ENSG00000255571	DTU.up
ENSG00000255639	DTU.up
ENSG00000256683	DTU.up
ENSG00000257522	DTU.up
ENSG00000257704	DTU.up
ENSG00000258653	DTU.up
ENSG00000258947	DTU.up
ENSG00000259024	DTU.up
ENSG00000263001	DTU.up
ENSG00000265241	DTU.up
ENSG00000266086	DTU.up
ENSG00000267575	DTU.up
ENSG00000267680	DTU.up
ENSG00000268182	DTU.up
ENSG00000268744	DTU.up
ENSG00000269556	DTU.up
ENSG00000270647	DTU.up
ENSG00000271147	DTU.up
ENSG00000271913	DTU.up
ENSG00000272168	DTU.up
ENSG00000272752	DTU.up
ENSG00000273018	DTU.up
ENSG00000273559	DTU.up
ENSG00000273749	DTU.up
ENSG00000274276	DTU.up
ENSG00000275052	DTU.up
ENSG00000275066	DTU.up
ENSG00000276043	DTU.up
ENSG00000276289	DTU.up
ENSG00000280071	DTU.up
ENSG00000281649	DTU.up
ENSG00000283761	DTU.up
ENSG00000285043	DTU.up
ENSG00000285920	DTU.up
ENSG00000286125	DTU.up
TALONG000062532	DTU.up
TALONG000062688	DTU.up
ENSG00000000003	DTU.down
ENSG00000000460	DTU.down
ENSG00000001036	DTU.down
ENSG00000001167	DTU.down
ENSG00000001461	DTU.down
ENSG00000001497	DTU.down
ENSG00000002587	DTU.down
ENSG00000002746	DTU.down
ENSG00000003096	DTU.down
ENSG00000003393	DTU.down
ENSG00000003756	DTU.down
ENSG00000004142	DTU.down
ENSG00000004455	DTU.down
ENSG00000004487	DTU.down
ENSG00000004700	DTU.down
ENSG00000004766	DTU.down
ENSG00000004777	DTU.down
ENSG00000004838	DTU.down
ENSG00000004866	DTU.down
ENSG00000005483	DTU.down
ENSG00000005801	DTU.down
ENSG00000005893	DTU.down
ENSG00000006125	DTU.down
ENSG00000006468	DTU.down
ENSG00000006740	DTU.down
ENSG00000006744	DTU.down
ENSG00000007047	DTU.down
ENSG00000007062	DTU.down
ENSG00000007237	DTU.down
ENSG00000008128	DTU.down
ENSG00000008130	DTU.down
ENSG00000008294	DTU.down
ENSG00000008838	DTU.down
ENSG00000009307	DTU.down
ENSG00000009844	DTU.down
ENSG00000010017	DTU.down
ENSG00000010165	DTU.down
ENSG00000010244	DTU.down
ENSG00000010270	DTU.down
ENSG00000010295	DTU.down
ENSG00000011198	DTU.down
ENSG00000011304	DTU.down
ENSG00000011422	DTU.down
ENSG00000012061	DTU.down
ENSG00000012660	DTU.down
ENSG00000013523	DTU.down
ENSG00000013619	DTU.down
ENSG00000014123	DTU.down
ENSG00000014641	DTU.down
ENSG00000015171	DTU.down
ENSG00000015479	DTU.down
ENSG00000015592	DTU.down
ENSG00000017260	DTU.down
ENSG00000018189	DTU.down
ENSG00000018236	DTU.down
ENSG00000018699	DTU.down
ENSG00000019144	DTU.down
ENSG00000020129	DTU.down
ENSG00000021762	DTU.down
ENSG00000022267	DTU.down
ENSG00000023041	DTU.down
ENSG00000023734	DTU.down
ENSG00000028203	DTU.down
ENSG00000028310	DTU.down
ENSG00000030066	DTU.down
ENSG00000030110	DTU.down
ENSG00000031003	DTU.down
ENSG00000032219	DTU.down
ENSG00000033170	DTU.down
ENSG00000033627	DTU.down
ENSG00000033800	DTU.down
ENSG00000033867	DTU.down
ENSG00000034053	DTU.down
ENSG00000034677	DTU.down
ENSG00000036672	DTU.down
ENSG00000037042	DTU.down
ENSG00000038427	DTU.down
ENSG00000038532	DTU.down
ENSG00000039139	DTU.down
ENSG00000039560	DTU.down
ENSG00000040275	DTU.down
ENSG00000042286	DTU.down
ENSG00000042429	DTU.down
ENSG00000043514	DTU.down
ENSG00000044115	DTU.down
ENSG00000044446	DTU.down
ENSG00000046653	DTU.down
ENSG00000047249	DTU.down
ENSG00000047621	DTU.down
ENSG00000047662	DTU.down
ENSG00000047849	DTU.down
ENSG00000047932	DTU.down
ENSG00000048052	DTU.down
ENSG00000048342	DTU.down
ENSG00000048471	DTU.down
ENSG00000048540	DTU.down
ENSG00000048740	DTU.down
ENSG00000048991	DTU.down
ENSG00000049089	DTU.down
ENSG00000049130	DTU.down
ENSG00000050165	DTU.down
ENSG00000051009	DTU.down
ENSG00000052126	DTU.down
ENSG00000052802	DTU.down
ENSG00000052841	DTU.down
ENSG00000053372	DTU.down
ENSG00000053438	DTU.down
ENSG00000053524	DTU.down
ENSG00000053770	DTU.down
ENSG00000054282	DTU.down
ENSG00000054523	DTU.down
ENSG00000054654	DTU.down
ENSG00000055070	DTU.down
ENSG00000055332	DTU.down
ENSG00000055917	DTU.down
ENSG00000056998	DTU.down
ENSG00000057935	DTU.down
ENSG00000058091	DTU.down
ENSG00000058272	DTU.down
ENSG00000058404	DTU.down
ENSG00000058453	DTU.down
ENSG00000059122	DTU.down
ENSG00000059588	DTU.down
ENSG00000059728	DTU.down
ENSG00000059758	DTU.down
ENSG00000059915	DTU.down
ENSG00000060069	DTU.down
ENSG00000060237	DTU.down
ENSG00000060709	DTU.down
ENSG00000060982	DTU.down
ENSG00000061676	DTU.down
ENSG00000061987	DTU.down
ENSG00000062194	DTU.down
ENSG00000062598	DTU.down
ENSG00000062650	DTU.down
ENSG00000063245	DTU.down
ENSG00000064042	DTU.down
ENSG00000064607	DTU.down
ENSG00000064933	DTU.down
ENSG00000065029	DTU.down
ENSG00000065183	DTU.down
ENSG00000065243	DTU.down
ENSG00000065413	DTU.down
ENSG00000065427	DTU.down
ENSG00000065526	DTU.down
ENSG00000065548	DTU.down
ENSG00000065559	DTU.down
ENSG00000065609	DTU.down
ENSG00000065882	DTU.down
ENSG00000066044	DTU.down
ENSG00000066322	DTU.down
ENSG00000066382	DTU.down
ENSG00000066629	DTU.down
ENSG00000066855	DTU.down
ENSG00000067064	DTU.down
ENSG00000067141	DTU.down
ENSG00000067191	DTU.down
ENSG00000067225	DTU.down
ENSG00000067445	DTU.down
ENSG00000067840	DTU.down
ENSG00000068120	DTU.down
ENSG00000068305	DTU.down
ENSG00000068400	DTU.down
ENSG00000068745	DTU.down
ENSG00000068796	DTU.down
ENSG00000068903	DTU.down
ENSG00000068971	DTU.down
ENSG00000069329	DTU.down
ENSG00000069424	DTU.down
ENSG00000069849	DTU.down
ENSG00000070087	DTU.down
ENSG00000070367	DTU.down
ENSG00000070476	DTU.down
ENSG00000070495	DTU.down
ENSG00000070831	DTU.down
ENSG00000071539	DTU.down
ENSG00000071575	DTU.down
ENSG00000071655	DTU.down
ENSG00000072041	DTU.down
ENSG00000072110	DTU.down
ENSG00000072135	DTU.down
ENSG00000072210	DTU.down
ENSG00000072274	DTU.down
ENSG00000072422	DTU.down
ENSG00000072736	DTU.down
ENSG00000072778	DTU.down
ENSG00000072832	DTU.down
ENSG00000072958	DTU.down
ENSG00000073536	DTU.down
ENSG00000073584	DTU.down
ENSG00000073712	DTU.down
ENSG00000073921	DTU.down
ENSG00000074054	DTU.down
ENSG00000074266	DTU.down
ENSG00000074416	DTU.down
ENSG00000074800	DTU.down
ENSG00000074964	DTU.down
ENSG00000075336	DTU.down
ENSG00000075340	DTU.down
ENSG00000075413	DTU.down
ENSG00000075539	DTU.down
ENSG00000075945	DTU.down
ENSG00000076248	DTU.down
ENSG00000076356	DTU.down
ENSG00000076554	DTU.down
ENSG00000076864	DTU.down
ENSG00000076928	DTU.down
ENSG00000077264	DTU.down
ENSG00000077279	DTU.down
ENSG00000077380	DTU.down
ENSG00000077522	DTU.down
ENSG00000077684	DTU.down
ENSG00000077782	DTU.down
ENSG00000078018	DTU.down
ENSG00000078053	DTU.down
ENSG00000078070	DTU.down
ENSG00000078177	DTU.down
ENSG00000078304	DTU.down
ENSG00000078403	DTU.down
ENSG00000078549	DTU.down
ENSG00000078668	DTU.down
ENSG00000078674	DTU.down
ENSG00000078699	DTU.down
ENSG00000078808	DTU.down
ENSG00000079102	DTU.down
ENSG00000079156	DTU.down
ENSG00000079459	DTU.down
ENSG00000079819	DTU.down
ENSG00000079950	DTU.down
ENSG00000080824	DTU.down
ENSG00000080845	DTU.down
ENSG00000081087	DTU.down
ENSG00000081154	DTU.down
ENSG00000081177	DTU.down
ENSG00000081189	DTU.down
ENSG00000081791	DTU.down
ENSG00000081842	DTU.down
ENSG00000082014	DTU.down
ENSG00000082153	DTU.down
ENSG00000082196	DTU.down
ENSG00000082258	DTU.down
ENSG00000082269	DTU.down
ENSG00000082397	DTU.down
ENSG00000082641	DTU.down
ENSG00000082805	DTU.down
ENSG00000083097	DTU.down
ENSG00000083290	DTU.down
ENSG00000083312	DTU.down
ENSG00000083642	DTU.down
ENSG00000083720	DTU.down
ENSG00000083750	DTU.down
ENSG00000083817	DTU.down
ENSG00000084093	DTU.down
ENSG00000084234	DTU.down
ENSG00000084636	DTU.down
ENSG00000085063	DTU.down
ENSG00000085719	DTU.down
ENSG00000085721	DTU.down
ENSG00000085733	DTU.down
ENSG00000085832	DTU.down
ENSG00000085978	DTU.down
ENSG00000085982	DTU.down
ENSG00000085998	DTU.down
ENSG00000086015	DTU.down
ENSG00000086666	DTU.down
ENSG00000087074	DTU.down
ENSG00000087111	DTU.down
ENSG00000087258	DTU.down
ENSG00000087266	DTU.down
ENSG00000087274	DTU.down
ENSG00000087460	DTU.down
ENSG00000087470	DTU.down
ENSG00000088367	DTU.down
ENSG00000088387	DTU.down
ENSG00000088538	DTU.down
ENSG00000088812	DTU.down
ENSG00000088832	DTU.down
ENSG00000088882	DTU.down
ENSG00000089006	DTU.down
ENSG00000089009	DTU.down
ENSG00000089053	DTU.down
ENSG00000089057	DTU.down
ENSG00000089094	DTU.down
ENSG00000089177	DTU.down
ENSG00000089280	DTU.down
ENSG00000089351	DTU.down
ENSG00000089486	DTU.down
ENSG00000089693	DTU.down
ENSG00000089818	DTU.down
ENSG00000090060	DTU.down
ENSG00000090097	DTU.down
ENSG00000090530	DTU.down
ENSG00000090581	DTU.down
ENSG00000090863	DTU.down
ENSG00000090989	DTU.down
ENSG00000091039	DTU.down
ENSG00000091127	DTU.down
ENSG00000091129	DTU.down
ENSG00000091409	DTU.down
ENSG00000091428	DTU.down
ENSG00000091972	DTU.down
ENSG00000092020	DTU.down
ENSG00000092140	DTU.down
ENSG00000092421	DTU.down
ENSG00000092445	DTU.down
ENSG00000092531	DTU.down
ENSG00000092820	DTU.down
ENSG00000092841	DTU.down
ENSG00000092847	DTU.down
ENSG00000092964	DTU.down
ENSG00000093167	DTU.down
ENSG00000094916	DTU.down
ENSG00000095637	DTU.down
ENSG00000096092	DTU.down
ENSG00000096384	DTU.down
ENSG00000096746	DTU.down
ENSG00000097007	DTU.down
ENSG00000097033	DTU.down
ENSG00000097046	DTU.down
ENSG00000099204	DTU.down
ENSG00000099308	DTU.down
ENSG00000099326	DTU.down
ENSG00000099331	DTU.down
ENSG00000099622	DTU.down
ENSG00000099783	DTU.down
ENSG00000099889	DTU.down
ENSG00000099910	DTU.down
ENSG00000099917	DTU.down
ENSG00000099949	DTU.down
ENSG00000100023	DTU.down
ENSG00000100028	DTU.down
ENSG00000100038	DTU.down
ENSG00000100077	DTU.down
ENSG00000100083	DTU.down
ENSG00000100138	DTU.down
ENSG00000100201	DTU.down
ENSG00000100207	DTU.down
ENSG00000100226	DTU.down
ENSG00000100227	DTU.down
ENSG00000100280	DTU.down
ENSG00000100320	DTU.down
ENSG00000100321	DTU.down
ENSG00000100335	DTU.down
ENSG00000100413	DTU.down
ENSG00000100429	DTU.down
ENSG00000100445	DTU.down
ENSG00000100462	DTU.down
ENSG00000100503	DTU.down
ENSG00000100505	DTU.down
ENSG00000100519	DTU.down
ENSG00000100523	DTU.down
ENSG00000100605	DTU.down
ENSG00000100711	DTU.down
ENSG00000100722	DTU.down
ENSG00000100813	DTU.down
ENSG00000100979	DTU.down
ENSG00000100991	DTU.down
ENSG00000101040	DTU.down
ENSG00000101150	DTU.down
ENSG00000101158	DTU.down
ENSG00000101199	DTU.down
ENSG00000101224	DTU.down
ENSG00000101265	DTU.down
ENSG00000101266	DTU.down
ENSG00000101347	DTU.down
ENSG00000101367	DTU.down
ENSG00000101407	DTU.down
ENSG00000101413	DTU.down
ENSG00000101489	DTU.down
ENSG00000101596	DTU.down
ENSG00000101670	DTU.down
ENSG00000101745	DTU.down
ENSG00000101746	DTU.down
ENSG00000101811	DTU.down
ENSG00000101844	DTU.down
ENSG00000101940	DTU.down
ENSG00000102024	DTU.down
ENSG00000102038	DTU.down
ENSG00000102054	DTU.down
ENSG00000102098	DTU.down
ENSG00000102225	DTU.down
ENSG00000102226	DTU.down
ENSG00000102241	DTU.down
ENSG00000102290	DTU.down
ENSG00000102302	DTU.down
ENSG00000102312	DTU.down
ENSG00000102316	DTU.down
ENSG00000102452	DTU.down
ENSG00000102468	DTU.down
ENSG00000102606	DTU.down
ENSG00000102710	DTU.down
ENSG00000102753	DTU.down
ENSG00000102804	DTU.down
ENSG00000102893	DTU.down
ENSG00000102897	DTU.down
ENSG00000102935	DTU.down
ENSG00000102978	DTU.down
ENSG00000102984	DTU.down
ENSG00000103018	DTU.down
ENSG00000103034	DTU.down
ENSG00000103121	DTU.down
ENSG00000103148	DTU.down
