net	mod	dataset	target	OR	Fisher.p	X.95.CI	X.95.CI.1	Overlap	Reference.List	Input.List	Background	X..List.Overlap	label	target.region	data.type	cell.type	mod.num	module.color
net.isoFr	net.isoFrM.18_lightgreen	dataset100	PTBP1_eCLIP_HepG2	1.27708280940154	0.49237646327225443	0.815033695177824	1.92450503244745	26	931	304	13567	2.79		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset103	SAFB_eCLIP_HepG2	0.998447409713694	1	0.653389223099102	1.47418018697479	29	1296	304	13567	2.24		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset104	AKAP1_eCLIP_HepG2	1.24875671635779	0.33415945307311734	0.899296844162422	1.70444053784615	50	1856	304	13567	2.69		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset107	HNRNPUL1_eCLIP_HepG2	0.594378504048868	1	0.159804924405674	1.55438130109454	4	295	304	13567	1.36		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset109	U2AF2_eCLIP_HepG2	0.742185757491898	1	0.388567526390293	1.29740491771949	13	766	304	13567	1.7		CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset111	LSM11_eCLIP_HepG2	0.754081087232014	1	0.370342460354723	1.37889345882079	11	640	304	13567	1.72		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset118	AQR_eCLIP_HepG2	3.12276852887882	0.5481487074883157	0.0736254785336962	20.6488062775343	1	15	304	13567	6.67		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset119	UTP18_eCLIP_HepG2	0.616955758170551	1	0.291432291075121	1.15799737087334	10	703	304	13567	1.42		NonCodingExon	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset120	PCBP1_eCLIP_HepG2	1.85597075109441	0.040409147660918826	1.13478311956844	2.89577240446798	22	557	304	13567	3.95		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset123	PRPF4_eCLIP_HepG2	0	1	0	4.01607542927218	0	42	304	13567	0		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset124	TIAL1_eCLIP_HepG2	0.265255984745799	1	0.00665632522335074	1.51018736482301	1	164	304	13567	0.61		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset127	KHSRP_eCLIP_HepG2	1.35036712617232	0.11363132045518916	1.00068999431023	1.7991944416452	62	2177	304	13567	2.85		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset133	TARDBP_eCLIP_HepG2	1.39271732650153	0.7708671871364678	0.500676019766427	3.12461506170094	6	195	304	13567	3.08		NA	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset137	FXR2_eCLIP_HepG2	0.736289008712547	1	0.466638815150892	1.11479256411386	25	1464	304	13567	1.71		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset138	ZC3H11A_eCLIP_HepG2	0.937484364440128	1	0.52583531930724	1.55941963590634	16	758	304	13567	2.11		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset141	EIF3D_eCLIP_HepG2	0.452195580386168	1	0.145043779114769	1.07477614930444	5	478	304	13567	1.05		CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset144	UCHL5_eCLIP_HepG2	1.12839405909706	0.778073750767216	0.812866688271466	1.53974012351722	50	2020	304	13567	2.48		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset146	PCBP2_eCLIP_HepG2	0	1	0	1.03807165509796	0	156	304	13567	0		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset152	QKI_eCLIP_HepG2	1.10866364358544	0.9090296205016969	0.752935535095203	1.5886284530191	35	1428	304	13567	2.45		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset153	LIN28B_eCLIP_HepG2	0.832363327196731	1	0.527328224576257	1.26086561774821	25	1314	304	13567	1.9		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset154	LARP7_eCLIP_HepG2	1.09254790511252	1	0.570833580988172	1.91482823756073	13	534	304	13567	2.43		NonCodingExon	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset156	RBM22_eCLIP_HepG2	1.20275994496423	1	0.24287506348488	3.64288675202978	3	112	304	13567	2.68		5SS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset159	FKBP4_eCLIP_HepG2	0.760696087985342	1	0.274982227482259	1.69283909529445	6	348	304	13567	1.72		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset160	SRSF7_eCLIP_HepG2	0.296525529265029	1	0.00743536497162244	1.69092850035316	1	147	304	13567	0.68		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset161	FAM120A_eCLIP_HepG2	0.674279682926693	1	0.0804223054668943	2.50701209032249	2	131	304	13567	1.53		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset162	DDX52_eCLIP_HepG2	0.680740933118779	1	0.217906976038646	1.62339862679468	5	323	304	13567	1.55		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset165	CSTF2T_eCLIP_HepG2	0.922333150022534	1	0.247108108415188	2.42566718945977	4	193	304	13567	2.07		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset170	NOLC1_eCLIP_HepG2	1.19142627405617	0.6735842253850904	0.767120798737934	1.78263020182958	27	1030	304	13567	2.62		NonCodingExon	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset172	SRSF9_eCLIP_HepG2	1.8344542326268	3.0234841189545038e-6	1.45015009015167	2.31902496978744	145	4549	304	13567	3.19	1.8	CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset174	TBRG4_eCLIP_HepG2	1.15738527140297	0.5526749835156195	0.875378573155286	1.51541068786731	74	2959	304	13567	2.5		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset175	BCCIP_eCLIP_HepG2	1.48465578524948	0.003805112219057542	1.17474266378518	1.87726135740477	157	5706	304	13567	2.75		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset180	PRPF8_eCLIP_HepG2	0.885356705483134	1	0.654002621441995	1.18254951868309	60	2943	304	13567	2.04		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset181	IGF2BP1_eCLIP_HepG2	0	1	0	66.2761023084325	0	4	304	13567	0		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset182	DGCR8_eCLIP_HepG2	1.30168329726733	0.12574537018626808	0.996683984101889	1.68701887732853	84	3092	304	13567	2.72		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset185	DKC1_eCLIP_HepG2	0.836478456438287	1	0.621708358321381	1.11154587276673	63	3221	304	13567	1.96		NonCodingExon	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset187	TRA2A_eCLIP_HepG2	0.327687936722399	1	0.105268598853708	0.777403725884481	5	649	304	13567	0.77		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset188	G3BP1_eCLIP_HepG2	2.16611459956194	0.013883003764580161	1.27123041563403	3.49108146747595	19	415	304	13567	4.58		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset192	DDX6_eCLIP_HepG2	0.745413920050601	1	0.151420913081756	2.23578176295386	3	178	304	13567	1.69		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset194	HLTF_eCLIP_HepG2	1.0227668266769	1	0.206998099824714	3.08595080746046	3	131	304	13567	2.29		CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset195	SUGP2_eCLIP_HepG2	0.458128617868071	1	0.0548302871976066	1.69254326768378	2	191	304	13567	1.05		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset196	SMNDC1_eCLIP_HepG2	0.780079233931518	1	0.383047611680917	1.42675363389363	11	620	304	13567	1.77		NonCodingExon	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset199	NCBP2_eCLIP_HepG2	1.76374359188864	0.005947054029035674	1.23932793808092	2.45837642741493	43	1176	304	13567	3.66		CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset200	STAU2_eCLIP_HepG2	0	1	0	22.1937724690555	0	9	304	13567	0		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset201	U2AF1_eCLIP_HepG2	1.79760683567904	1.2460003962996572e-4	1.37380631701246	2.33370727631653	83	2375	304	13567	3.49	1.8	CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset202	EXOSC5_eCLIP_HepG2	1.03890301513134	1	0.792097653097432	1.35113241248918	80	3473	304	13567	2.3		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset204	NIP7_eCLIP_HepG2	1.22220644141998	0.9081559015235111	0.548340525118505	2.3813973471004	9	332	304	13567	2.71		NonCodingExon	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset207	SLTM_eCLIP_HepG2	1.20436701882437	0.7055584911413928	0.746733034378732	1.85666204763291	23	867	304	13567	2.65		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset210	HNRNPU_eCLIP_HepG2	2.2151064010246	3.9918083535769623e-5	1.58175447286028	3.04686820950089	48	1083	304	13567	4.43	2.2	Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset213	TAF15_eCLIP_HepG2	2.01295215595428	0.14351495426811992	0.898092289426618	3.95207208449592	9	207	304	13567	4.35		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset215	EIF3H_eCLIP_HepG2	0.847272081300841	1	0.359951180275225	1.70762362394613	8	418	304	13567	1.91		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset216	PPIG_eCLIP_HepG2	0.495305099988269	1	0.0592455700928348	1.83191624048323	2	177	304	13567	1.13		CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset218	RBM5_eCLIP_HepG2	0.483076991293589	1	0.0120607004903795	2.7814748817821	1	91	304	13567	1.1		CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset223	SF3A3_eCLIP_HepG2	1.62339600654423	0.21133681859239278	0.868121402386585	2.80237671099685	14	397	304	13567	3.53		CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset224	CDC40_eCLIP_HepG2	1.24341985835696	0.9531535240106759	0.395866258303198	2.98979205210758	5	181	304	13567	2.76		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset225	HNRNPL_eCLIP_HepG2	1.23360470363096	0.23662156545215463	0.959657585068368	1.57786502079667	102	3954	304	13567	2.58		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset227	XPO5_eCLIP_HepG2	0.965030426634629	1	0.668541055883746	1.36013485934709	39	1794	304	13567	2.17		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset228	IGF2BP3_eCLIP_HepG2	0	1	0	25.6587379659731	0	8	304	13567	0		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset231	GRSF1_eCLIP_HepG2	0.808487447424235	1	0.582836235729977	1.10224436405977	50	2647	304	13567	1.89		3UTR_CDS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset236	DDX3X_eCLIP_HepG2	1.15369750850357	0.8655232322193319	0.69000311346505	1.82890986171886	20	783	304	13567	2.55		CDS_Other	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset238	SUPV3L1_eCLIP_HepG2	0.780261436475499	1	0.518109376818288	1.13825115501508	31	1716	304	13567	1.81		5SS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset239	EFTUD2_eCLIP_HepG2	1.30688684495707	0.407895483221123	0.826416008959516	1.98391311253782	25	876	304	13567	2.85		5SS	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset241	DROSHA_eCLIP_HepG2	4.61516996756288	0.20154994134902462	0.519000353829197	19.2677811979153	2	21	304	13567	9.52		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset242	HNRNPM_eCLIP_HepG2	0.95859397532497	1	0.113834920487637	3.59374587373076	2	93	304	13567	2.15		Intron	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset254	NSUN2_eCLIP_HepG2	0.725344955479424	1	0.0864450611686787	2.70091177211884	2	122	304	13567	1.64		NA	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.18_lightgreen	dataset256	TROVE2_eCLIP_HepG2	1.19656980722399	1	0.14158846394471	4.5181457298273	2	75	304	13567	2.67		NonCodingExon	eCLIP	HepG2	18	lightgreen
net.isoFr	net.isoFrM.1_turquoise	dataset01	CELF2_CLIP_N2A	2.42887248912319	3.483902151423961e-85	2.2227870855776	2.65451838898762	1412	2531	5185	13567	55.8	2.4	Intron/Exon	CLIP	N2A	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset12	MBNL2_AS_Neuron	3.55488164276711	2.916225981301333e-32	2.8663159259063	4.42759198078742	275	405	5185	13567	67.9	3.6	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset14	NOVA2_AS_Neuron	4.07925899342924	2.98178978201238e-60	3.41994230779054	4.8803040440528	446	635	5185	13567	70.2	4.1	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset15	NOVA2/PTBP2_AS_Neuron	3.55483673641931	1.3497015652783507e-64	3.05708074122349	4.14093089964383	558	833	5185	13567	67	3.6	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset19	RBFOX2_AS_Neuron	2.59830626388135	1.671450044955361e-60	2.31791452888623	2.91404457181626	829	1401	5185	13567	59.2	2.6	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset26	QKI_GEX_NPC	0.683286840727631	1	0.30443419666984	1.43251049804227	11	37	5185	13567	29.7		3UTR	GEX	NPC	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset27	QKI_AS_NPC	4.94744525986099	3.97654830345048e-27	3.62718780485551	6.83616370723787	167	223	5185	13567	74.9	4.9	Intron/Exon	AS	NPC	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset28	RBFOX1/2/3_CLIP_AS_Neuron	4.5499133448395	3.720141947228635e-55	3.71818208537654	5.59373250370104	367	505	5185	13567	72.7	4.5	Intron/Exon	CLIP_AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset29	SRRM3/4_AS_Neuron	9.08794225451159	1.6868142489232068e-53	6.50295763731949	12.9799007867562	227	269	5185	13567	84.4	9.1	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset30	SRRM3/4_GEX_Neuron	1.64504386939453	0.0022942021151396564	1.24106274864999	2.1808400454704	106	211	5185	13567	50.2		3UTR	GEX	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset33	SRRM4_AS_Neuron	8.8068221309441	8.606495209873603e-25	5.42126819105839	15.0198577049597	107	127	5185	13567	84.3	8.8	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset36	SAM68_GEX_NPC	0.665642435495156	1	0.454512028559899	0.960151883999985	43	147	5185	13567	29.3		3UTR	GEX	NPC	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset37	SAM68_AS_NPC	0.929219724762707	1	0.530423607954555	1.59220279117148	23	63	5185	13567	36.5		Intron/Exon	AS	NPC	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset38	RBFOX1_AS_Neuron	2.55447174161842	3.3601201604289896e-11	1.95296837225775	3.35443697382148	146	240	5185	13567	60.8	2.6	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset39	RBFOX1_GEX_Neuron	0.264057951567649	1	0.130357379528729	0.490302930918758	12	85	5185	13567	14.1		3UTR	GEX	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset40	NELAVL_CLIP_Neuron	2.0002383048638	1.4017827557542185e-75	1.85898818190389	2.15240987155386	2283	4649	5185	13567	49.1	2	Intron/Exon	CLIP	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset45	MSI2_AS_Retina	2.45291633521763	1.0381041930673828e-9	1.85693580300181	3.25293837514178	133	222	5185	13567	59.9	2.5	Intron/Exon	AS	Retina	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset47	PTBP2_AS_Neuron	3.07200719946362	4.633111573632238e-52	2.65180860186601	3.56349788906897	539	844	5185	13567	63.9	3.1	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset48	NELAVL_AS_Neuron	3.86480306215889	4.941864866660353e-13	2.66327269602215	5.69471415330877	99	141	5185	13567	70.2	3.9	Intron/Exon	AS	Neuron	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset255	PTBP1_CLIP_NPC	2.52037298762243	1.2492622243123012e-140	2.34356606233545	2.71081929656804	3472	7208	5185	13567	48.2	2.5	Intron/Exon	CLIP	NPC	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset51	FASTKD2_eCLIP_HepG2	0.981100624518035	1	0.801921445166456	1.19746636089739	167	442	5185	13567	37.8		Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset53	SND1_eCLIP_HepG2	1.46154334387534	0.0011053796318130393	1.19343408656093	1.78897639219227	193	409	5185	13567	47.2		CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset55	HNRNPC_eCLIP_HepG2	1.43763103957176	1.998923209446911e-4	1.210548802351	1.70665414016511	267	572	5185	13567	46.7	1.4	Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset57	SSB_eCLIP_HepG2	1.12081401284512	0.35783956282790913	0.953154111804597	1.31649432376844	273	669	5185	13567	40.8		NonCodingExon	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset65	DHX30_eCLIP_HepG2	2.03953184989869	5.862714284142529e-13	1.69372424430085	2.45782927499431	269	488	5185	13567	55.1	2	NonCodingExon	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset67	LARP4_eCLIP_HepG2	1.43351670892529	6.085771110921401e-12	1.30142534102433	1.57889707227397	919	2014	5185	13567	45.6	1.4	3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset69	RBM15_eCLIP_HepG2	1.22941399454267	0.8687806041008903	0.639338528482224	2.32725596464391	19	44	5185	13567	43.2		CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset76	YBX3_eCLIP_HepG2	1.29351302601934	0.1595656515438498	0.979408564139597	1.70467137469709	98	221	5185	13567	44.3		3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset78	WDR43_eCLIP_HepG2	1.44282010735889	0.001999785953219397	1.17566751374093	1.7696220609783	188	401	5185	13567	46.9		CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset79	PABPN1_eCLIP_HepG2	1.32896711910983	1.073232756400271e-4	1.16772079028395	1.5118704292328	467	1048	5185	13567	44.6	1.3	CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset83	NOL12_eCLIP_HepG2	1.52453729328695	8.625981105307827e-5	1.26033065167227	1.84370044649334	223	463	5185	13567	48.2	1.5	CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset85	HNRNPA1_eCLIP_HepG2	1.3185171631142	0.669207887632819	0.714877181886266	2.40699047366904	22	49	5185	13567	44.9		Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset87	MATR3_eCLIP_HepG2	1.00701848346424	1	0.83972101481345	1.2054573065533	208	542	5185	13567	38.4		Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset88	CSTF2_eCLIP_HepG2	1.4061675683791801	9.686232232665232e-4	1.17498596558306	1.68197925086694	242	524	5185	13567	46.2	1.4	Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset90	SF3B4_eCLIP_HepG2	0.841246270840889	1	0.496381479118635	1.39361794976538	25	73	5185	13567	34.2		CDS_Other	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset91	SRSF1_eCLIP_HepG2	1.83094464808616	8.706466285767987e-40	1.67667916115939	1.99933346514111	1274	2540	5185	13567	50.2	1.8	CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset92	ILF3_eCLIP_HepG2	2.23782388971865	6.19221871905545e-64	2.03961876178479	2.45581112179924	1223	2239	5185	13567	54.6	2.2	Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset93	DDX55_eCLIP_HepG2	1.96969690254942	1.6063938256471103e-9	1.59846445965239	2.42941547237828	209	384	5185	13567	54.4	2	3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset95	BUD13_eCLIP_HepG2	2.38686801359854	6.056614885803175e-24	2.0206232069858	2.82256761325423	364	621	5185	13567	58.6	2.4	CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset98	TIA1_eCLIP_HepG2	1.5627848699964	2.2228848709298987e-22	1.43286764719929	1.70453309457555	1238	2639	5185	13567	46.9	1.6	3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset100	PTBP1_eCLIP_HepG2	1.43575737547108	1.7072685175093501e-6	1.25300064586294	1.64483182537654	432	931	5185	13567	46.4	1.4	Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset103	SAFB_eCLIP_HepG2	2.21584379651844	2.0958317856338395e-39	1.97074986026736	2.49222198220206	724	1296	5185	13567	55.9	2.2	Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset104	AKAP1_eCLIP_HepG2	1.44486958914302	1.0676604159104399e-11	1.3073893808159	1.59676585708558	852	1856	5185	13567	45.9	1.4	3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset107	HNRNPUL1_eCLIP_HepG2	1.29879932021856	0.0877441905001825	1.02148229594751	1.64890920785562	131	295	5185	13567	44.4		Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset109	U2AF2_eCLIP_HepG2	2.67564409520028	5.778560207317795e-37	2.29858728626918	3.11813324466828	467	766	5185	13567	61	2.7	CDS_Other	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset111	LSM11_eCLIP_HepG2	2.47031226729023	1.4008894677616465e-26	2.09555382711292	2.91541452866832	380	640	5185	13567	59.4	2.5	3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset118	AQR_eCLIP_HepG2	1.07780732290622	1	0.315518630405718	3.39287458543861	6	15	5185	13567	40		CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset119	UTP18_eCLIP_HepG2	2.72012208700471	4.250991836715245e-35	2.3212707738602	3.19145100175125	432	703	5185	13567	61.5	2.7	NonCodingExon	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset120	PCBP1_eCLIP_HepG2	1.29254904282817	0.015214564241706101	1.08488412889434	1.53870720269927	246	557	5185	13567	44.2		3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset123	PRPF4_eCLIP_HepG2	1.09959570387946	1	0.556671816785651	2.12143575152508	17	42	5185	13567	40.5		Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset124	TIAL1_eCLIP_HepG2	1.93433651069892	2.2494914350618914e-4	1.40365309539113	2.67149208893858	89	164	5185	13567	54.3	1.9	3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset127	KHSRP_eCLIP_HepG2	1.96964952281172	2.6451936874825204e-44	1.79386771818682	2.16279719472166	1134	2177	5185	13567	52.1	2	Intron	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset133	TARDBP_eCLIP_HepG2	1.25329549296029	0.3104523856205017	0.930931444553569	1.68246426118191	85	195	5185	13567	43.6		NA	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset137	FXR2_eCLIP_HepG2	1.7124968793609	3.3542249382169285e-20	1.53355222870643	1.91248667925882	731	1464	5185	13567	49.9	1.7	CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset138	ZC3H11A_eCLIP_HepG2	1.2559646096356	0.011306965308077635	1.07971294772943	1.46002851771462	329	758	5185	13567	43.4		3UTR_CDS	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset141	EIF3D_eCLIP_HepG2	2.1778665448127	4.512538013394428e-15	1.80415809801108	2.63186958495461	271	478	5185	13567	56.7	2.2	CDS_Other	eCLIP	HepG2	1	turquoise
net.isoFr	net.isoFrM.1_turquoise	dataset144	UCHL5_eCLIP_HepG2	0.956467775691866	1	0.866224482044692	1.05565942598127	754	2020	5185	13567	37.3		CDS	eCLIP	HepG2	1	turquoise
