dx	feature	class	OR	Z	P	fdr
NDD.fuTADA	oRG	SingleCellMarkers	1.4861293235696393	1.5354575546074165	0.12467147554412762	0.4176037200377869
ASD.SFARI.S	isoExpr.M6_red	Networks.isoExpr	1.125734012603606	1.53008235110324	0.1259963462075753	0.42094694698676105
NDD.fuTADA	geneExpr.M8_pink	Networks.geneExpr	1.0491481294625165	1.5289207800162679	0.12628408409602832	0.42094694698676105
DDD.kaplanis	isoUsage.M14_cyan	Networks.isoUsage	0.8841267418651486	-1.5272956763289203	0.12668750414170382	0.42126670066537436
ASD.SFARI.1	isoExpr.M19_lightyellow	Networks.isoExpr	1.0831204052408163	1.5255432245868645	0.12712366090609004	0.4216934998579742
DDD.kaplanis	isoExpr.M6_red	Networks.isoExpr	1.0895243042627076	1.5233037765218165	0.12768272276916537	0.4225249521588323
ASD.SFARI.1or2	isoUsage.M24_darkgrey	Networks.isoUsage	1.0537923744881714	1.5166048387338225	0.12936648299738152	0.427065257123886
ASD.SFARI.1	geneExpr.M8_pink	Networks.geneExpr	1.0725076461334042	1.5128962873032161	0.13030600513753024	0.42913275730388567
ASD.SFARI.S	DTE.up	DGE/DTE/DTU	1.4106338904217528	1.5085720844915638	0.13140817248658224	0.43156935569065935
DDD.kaplanis	isoExpr.M38_plum1	Networks.isoExpr	1.062188956705408	1.50752591795293	0.13167590560488732	0.43156935569065935
SCZ.schema	geneExpr.M15_midnightblue	Networks.geneExpr	1.2066126020348085	1.504197157444176	0.13253060946058842	0.4333339736539526
DDD.kaplanis	vRG-ExN	SingleCellMarkers	4.788879472961254	1.4968212540113184	0.1344397743966443	0.438529740293816
ASD.SFARI.1	geneExpr.M3_brown	Networks.geneExpr	1.082056905778755	1.4906299499452182	0.13605867659526816	0.4413513478430482
ASD.SFARI.1or2	isoExpr.M35_sienna3	Networks.isoExpr	1.0472008728414426	1.49148272392972	0.13583480363900316	0.4413513478430482
ASD.SFARI.1or2	isoExpr.M31_paleturquoise	Networks.isoExpr	1.0462385637900606	1.4898211989802925	0.13627125557489736	0.4413513478430482
EPI.helbig	isoUsage.M4_yellow	Networks.isoUsage	0.829778399733368	-1.4825790171338769	0.13818629542031108	0.4464981715231749
EPI.epi25	n_transcripts_log2|tpm	txAnno	1.658149224534532	1.4721140297589141	0.14099008750760686	0.449379801053155
ASD.SFARI.1	isoExpr.M18_lightgreen	Networks.isoExpr	0.8049369400164774	-1.4739474138873405	0.14049575032212203	0.449379801053155
ASD.SFARI.1	geneExpr.M1_turquoise	Networks.geneExpr	0.8064951377631571	-1.4722073428970952	0.14096489514143215	0.449379801053155
ASD.SFARI.S	isoExpr.M37_skyblue3	Networks.isoExpr	1.0893628424618644	1.4719061785018714	0.14104621492909244	0.449379801053155
EPI.epi25	geneExpr.M7_black	Networks.geneExpr	1.2445915317826288	1.4736483860009124	0.14057628640846007	0.449379801053155
DDD.kaplanis	oRG	SingleCellMarkers	1.7846539740147707	1.472631214343711	0.14085050331748605	0.449379801053155
NDD.fuTADA	isoUsage.M24_darkgrey	Networks.isoUsage	1.0512341651074653	1.46858310419024	0.14194590034114074	0.45119694539991373
SCZ.schema	isoUsage.M9_magenta	Networks.isoUsage	1.2204712184779167	1.4627317075995907	0.14354080639770025	0.4552104276964105
NDD.fuTADA	DGE	DGE/DTE/DTU	1.1397012095239611	1.4605485594361303	0.14413937201713423	0.456052978437584
EPI.helbig	isoExpr.M49_plum2	Networks.isoExpr	1.0889646303959144	1.4534656712350706	0.14609450436827717	0.4611738962777413
EPI.helbig	isoUsage.M18_lightgreen	Networks.isoUsage	1.115565136822049	1.445084057029292	0.14843427656870983	0.4674826641359367
SCZ.schema	DTE.down	DGE/DTE/DTU	0.23024135508468255	-1.4434816606581582	0.1488848350104677	0.46782620175307515
SCZ.schema	novel_exon	txAnno	1.7253005677660616	1.4329239889059315	0.15187956089440444	0.47614416115637087
NDD.fuTADA	isoExpr.M32_violet	Networks.isoExpr	1.050444462444955	1.42816769344776	0.15324359700353324	0.47932357966858574
DDD.kaplanis	isoExpr.M12_tan	Networks.isoExpr	1.0797328054288997	1.418827358783849	0.15594935436156782	0.4844685158171155
ASD.fuTADA	isoUsage.M16_lightcyan	Networks.isoUsage	0.8762835117214532	-1.4211596581015908	0.15527034970377424	0.4844685158171155
SCZ.schema	geneExpr.M3_brown	Networks.geneExpr	1.1720339728844573	1.4193161339562077	0.155806870468774	0.4844685158171155
SCZ.schema	DTU.up	DGE/DTE/DTU	1.7931572061542775	1.404562723495064	0.16015134778824544	0.49377567111936527
EPI.epi25	DTU	DGE/DTE/DTU	0.22713236577084012	-1.4001505220116937	0.1614682486580114	0.49377567111936527
ASD.SFARI.1or2	isoUsage.M25_orange	Networks.isoUsage	1.050055331720744	1.400196619723424	0.16145444782511922	0.49377567111936527
ASD.SFARI.S	isoExpr.M18_lightgreen	Networks.isoExpr	1.1000828992726308	1.407339782519844	0.15932665805041815	0.49377567111936527
DDD.kaplanis	isoUsage.M20_royalblue	Networks.isoUsage	1.0728063537813268	1.4037838544033325	0.1603832232313699	0.49377567111936527
NDD.fuTADA	geneExpr.M5_green	Networks.geneExpr	1.0447272550996929	1.401119357090412	0.16117838404333537	0.49377567111936527
BIP.bipex	isoExpr.M1_turquoise	Networks.isoExpr	0.6525586622832377	-1.4004005161969872	0.1613934155397931	0.49377567111936527
ASD.fuTADA	DTU.not.DGE	DGE/DTE/DTU	1.2718363541120794	1.3974485450661145	0.16227872962429063	0.4951489077623122
ASD.SFARI.S	DTE.not.DGE	DGE/DTE/DTU	0.5543302169556481	-1.3942766070080472	0.16323409220510993	0.4954763684805553
ASD.fuTADA	DTE.not.DGE	DGE/DTE/DTU	1.3664695957262154	1.3934920896366547	0.1634710354403	0.4954763684805553
ASD.SFARI.1or2	SingleCellDTU	SingleCellMarkers	1.30782368011017	1.3957382986034126	0.1627933167798981	0.4954763684805553
EPI.helbig	isoExpr.M32_violet	Networks.isoExpr	1.1007432054922195	1.39037392895925	0.16441535899538637	0.4972385029220294
NDD.fuTADA	DGE.down	DGE/DTE/DTU	0.8302440876635001	-1.3872733453757244	0.16535842766215744	0.4972647176674347
ASD.SFARI.S	isoExpr.M15_midnightblue	Networks.isoExpr	1.102083690274313	1.3867666553756879	0.16551292792434322	0.4972647176674347
DDD.kaplanis	ExN-2	SingleCellMarkers	4.267532028960318	1.3872681854797277	0.16536000047397273	0.4972647176674347
EPI.helbig	isoExpr.M11_greenyellow	Networks.isoExpr	1.1021782059162242	1.3852465877729818	0.16597707972105843	0.49756805080492356
ASD.SFARI.1	DTU.down	DGE/DTE/DTU	1.2734969868204142	1.3826964160128692	0.1667579713096355	0.4977307640396528
EPI.helbig	isoUsage.M16_lightcyan	Networks.isoUsage	0.7757310507129408	-1.3835709004603354	0.16648988370019485	0.4977307640396528
ASD.SFARI.1	isoUsage.M13_salmon	Networks.isoUsage	1.092281047453626	1.3811098672123394	0.1672451821501428	0.4980997816210775
ASD.SFARI.S	isoExpr.M1_turquoise	Networks.isoExpr	1.1257339912154527	1.3765373467123063	0.16865533308894065	0.5012099920430557
NDD.fuTADA	DTU.not.DTE	DGE/DTE/DTU	1.1869536144897195	1.3724002374928697	0.1699388762379476	0.5028573588728282
ASD.SFARI.1or2	isoExpr.M20_royalblue	Networks.isoExpr	1.0421650506827838	1.3723845270173956	0.16994376434899233	0.5028573588728282
NDD.fuTADA	isoUsage.M20_royalblue	Networks.isoUsage	1.0482274238232208	1.3678587818521535	0.17135628381195633	0.5037727657132622
BIP.bipex	isoExpr.M11_greenyellow	Networks.isoExpr	1.1830464973899477	1.3699592401673208	0.17069962556373647	0.5037727657132622
NDD.fuTADA	Mic/Per/End	SingleCellMarkers	0.2514434195461908	-1.3684524898434225	0.17117048371661706	0.5037727657132622
EPI.epi25	isoUsage.M24_darkgrey	Networks.isoUsage	1.2378051951473585	1.3625557889651594	0.17302255040413955	0.5075822142476899
DDD.kaplanis	isoExpr.M53_palevioletred3	Networks.isoExpr	1.0603210695541492	1.3591235253664558	0.17410744926198465	0.5096735160019636
NDD.fuTADA	isoUsage.M14_cyan	Networks.isoUsage	0.9404915339651672	-1.3508961264519348	0.17672870923175976	0.5162437775000233
ASD.SFARI.1	isoUsage.M23_darkturquoise	Networks.isoUsage	1.0790208719704888	1.3484040841350933	0.17752845110521515	0.5174765489662654
EPI.epi25	isoUsage.M23_darkturquoise	Networks.isoUsage	1.2417192190222557	1.3460752938578382	0.17827823547568292	0.5185587741012433
DDD.kaplanis	DTE.down	DGE/DTE/DTU	1.257189052142723	1.3434031087714517	0.179141480808033	0.5189046003409509
ASD.SFARI.1	isoExpr.M13_salmon	Networks.isoExpr	1.077825120383059	1.3429369253017334	0.17929239857151946	0.5189046003409509
EPI.helbig	isoUsage.M15_midnightblue	Networks.isoUsage	0.7704979588858367	-1.3421930280789927	0.179533416468329	0.5189046003409509
ASD.fuTADA	isoUsage.M3_brown	Networks.isoUsage	1.0936856120006544	1.3356612405685429	0.18166002349641527	0.5228450256094305
ASD.fuTADA	isoUsage.M19_lightyellow	Networks.isoUsage	1.0778995832524139	1.336770450561446	0.18129757745300107	0.5228450256094305
ASD.SFARI.1or2	DTE.not.DGE	DGE/DTE/DTU	1.2082468901049128	1.329701813687535	0.1836165370398014	0.5273682510367462
ASD.SFARI.1or2	isoUsage.M18_lightgreen	Networks.isoUsage	1.0510061571878946	1.3245362386486343	0.18532501598516762	0.5302413135016714
ASD.fuTADA	isoExpr.M49_plum2	Networks.isoExpr	1.0628469236970073	1.3243376221406278	0.18539094099802964	0.5302413135016714
ASD.SFARI.S	geneExpr.M8_pink	Networks.geneExpr	1.0799788728228872	1.3113326948233919	0.1897453870163578	0.53820120126793
ASD.fuTADA	isoUsage.M17_grey60	Networks.isoUsage	1.0813943205440277	1.3126383250193723	0.18930484896605074	0.53820120126793
NDD.fuTADA	isoUsage.M13_salmon	Networks.isoUsage	0.9384756657940889	-1.3144765304165635	0.18868589107772785	0.53820120126793
EPI.epi25	isoUsage.M21_darkred	Networks.isoUsage	1.2618344808436632	1.3114337214664922	0.18971127226221626	0.53820120126793
ASD.SFARI.S	ExM	SingleCellMarkers	2.582977911633343	1.3065201156322015	0.19137574289809844	0.5417040656413117
DDD.kaplanis	isoUsage.M13_salmon	Networks.isoUsage	0.8964989615362112	-1.3010131656751662	0.19325394826353556	0.5458925961258634
DDD.kaplanis	DTE	DGE/DTE/DTU	1.1934553294304007	1.2964077061127766	0.19483505855625233	0.5477549190812286
ASD.SFARI.1	isoUsage.M24_darkgrey	Networks.isoUsage	0.8717088415139889	-1.2956018219664522	0.19511270110338655	0.5477549190812286
NDD.fuTADA	geneExpr.M11_greenyellow	Networks.geneExpr	0.9205474497416168	-1.296539413078352	0.19478971054603114	0.5477549190812286
ASD.SFARI.1or2	isoExpr.M36_yellowgreen	Networks.isoExpr	1.0468658313963284	1.2897214063493976	0.19714740444933304	0.5523352639991539
SCZ.schema	geneExpr.M23_darkturquoise	Networks.geneExpr	1.1313215000602257	1.2877845157425536	0.19782098382178356	0.5530913221139664
ASD.SFARI.1or2	isoUsage.M5_green	Networks.isoUsage	1.0522492606814808	1.2781990821437748	0.20117923969996945	0.5572701206401004
ASD.SFARI.1or2	geneExpr.M21_darkred	Networks.geneExpr	0.9258394232900409	-1.278131607933126	0.20120302578585977	0.5572701206401004
NDD.fuTADA	geneExpr.M4_yellow	Networks.geneExpr	0.9279502730913127	-1.2799853874968636	0.20055027509919912	0.5572701206401004
BIP.bipex	geneExpr.M15_midnightblue	Networks.geneExpr	1.1722845304020086	1.2777164492304978	0.20134942315098517	0.5572701206401004
ASD.SFARI.1	ExDp	SingleCellMarkers	1.8181093987724415	1.2799281600343713	0.20057040281725294	0.5572701206401004
ASD.SFARI.1	geneExpr.M12_tan	Networks.geneExpr	0.8929239435609668	-1.2687092983272725	0.20454476488931486	0.5627034696754244
ASD.SFARI.1or2	isoExpr.M49_plum2	Networks.isoExpr	1.0406299623331365	1.2697082641744173	0.20418856794274765	0.5627034696754244
ASD.fuTADA	isoExpr.M33_darkolivegreen	Networks.isoExpr	1.0707055499196985	1.268817201657779	0.2045062685061244	0.5627034696754244
SCZ.schema	geneExpr.M20_royalblue	Networks.geneExpr	1.1439114912442527	1.266253192524141	0.2054224490594725	0.563985481385726
ASD.SFARI.S	isoExpr.M34_darkmagenta	Networks.isoExpr	1.0782793912546114	1.2642524211506418	0.20613944091891986	0.5648220681178405
ASD.SFARI.1	isoUsage.M15_midnightblue	Networks.isoUsage	1.0836869372504483	1.2561901230111725	0.20904704690625767	0.5703337446492045
ASD.SFARI.1or2	isoExpr.M21_darkred	Networks.isoExpr	1.051476680344324	1.2540709732157347	0.20981620971036427	0.5703337446492045
ASD.SFARI.1or2	isoUsage.M3_brown	Networks.isoUsage	1.0535515876416452	1.254378219509579	0.20970456532752524	0.5703337446492045
BIP.bipex	isoExpr.M48_darkslateblue	Networks.isoExpr	1.1358651540836215	1.2548331087064233	0.20953935079409547	0.5703337446492045
EPI.helbig	ExN-1	SingleCellMarkers	3.604303237098355	1.2492428104460267	0.21157627820669228	0.5739792101844919
ASD.SFARI.1or2	isoUsage.M20_royalblue	Networks.isoUsage	1.045135448641827	1.243182943031421	0.2138004267107104	0.5754549795553502
EPI.helbig	isoUsage.M12_tan	Networks.isoUsage	0.8418849935762308	-1.243408599424005	0.21371730300598094	0.5754549795553502
EPI.helbig	geneExpr.M1_turquoise	Networks.geneExpr	0.7907206267296033	-1.2439493141668516	0.21351821801130444	0.5754549795553502
ASD.fuTADA	isoExpr.M48_darkslateblue	Networks.isoExpr	1.058927908330179	1.2435046153310936	0.21368194126908482	0.5754549795553502
DDD.kaplanis	isoUsage.M18_lightgreen	Networks.isoUsage	0.9044963553095353	-1.2378349011743812	0.21577728444758063	0.579637019006246
ASD.SFARI.1	isoUsage.M14_cyan	Networks.isoUsage	0.8966893004834459	-1.2313747167773454	0.2181827486575328	0.5849517918998434
ASD.SFARI.S	isoUsage.M6_red	Networks.isoUsage	1.1030511765688529	1.228576776938672	0.2192305269601046	0.5866129334674673
ASD.SFARI.1	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.0650640432978924	1.2192928336353204	0.22273306763950226	0.5870260046723195
ASD.SFARI.1	geneExpr.M14_cyan	Networks.geneExpr	1.0703870559400803	1.2188929716993389	0.22288481760846454	0.5870260046723195
ASD.SFARI.1or2	isoExpr.M50_thistle2	Networks.isoExpr	1.04703432125091	1.219175578123958	0.22277755913394057	0.5870260046723195
ASD.SFARI.1or2	isoUsage.M7_black	Networks.isoUsage	0.9471372148426018	-1.222923084889659	0.22135874847569784	0.5870260046723195
ASD.SFARI.S	geneExpr.M22_darkgreen	Networks.geneExpr	1.088686436563774	1.222174555593853	0.22164162378359586	0.5870260046723195
DDD.kaplanis	isoExpr.M16_lightcyan	Networks.isoExpr	1.0641901512273786	1.223815129084437	0.2210219757309581	0.5870260046723195
DDD.kaplanis	isoUsage.M5_green	Networks.isoUsage	0.916808243863367	-1.2266384714152587	0.21995850284033952	0.5870260046723195
DDD.kaplanis	geneExpr.M1_turquoise	Networks.geneExpr	0.884663705822297	-1.2202229899483004	0.2223803539557091	0.5870260046723195
ASD.fuTADA	isoUsage.M4_yellow	Networks.isoUsage	0.907973402134348	-1.2179544671741724	0.2232412762294003	0.5870260046723195
ASD.SFARI.S	isoUsage.M13_salmon	Networks.isoUsage	0.8399554938554609	-1.2108144704890493	0.2259665180038797	0.5930538882477302
ASD.fuTADA	oRG	SingleCellMarkers	0.29654657245943616	-1.2073574330560786	0.22729452118572427	0.595398650142337
ASD.SFARI.1	isoExpr.M17_grey60	Networks.isoExpr	1.078382846522885	1.2056057178169068	0.22796955348009373	0.5955814503932603
ASD.fuTADA	geneExpr.M3_brown	Networks.geneExpr	1.0655550873058812	1.20379583873295	0.22866849847215684	0.5955814503932603
ASD.fuTADA	geneExpr.M16_lightcyan	Networks.geneExpr	0.8776936971891433	-1.204920210188718	0.2282341057572256	0.5955814503932603
ASD.SFARI.S	DTU.not.DGE	DGE/DTE/DTU	0.7218275103177787	-1.2013548769175213	0.22961357172409644	0.5959675038405378
ASD.fuTADA	geneExpr.M10_purple	Networks.geneExpr	1.0771468478076462	1.2011661787398942	0.2296867460056963	0.5959675038405378
SCZ.schema	DTU.not.DTE	DGE/DTE/DTU	1.8165010781719042	1.199540588633148	0.23031781218967534	0.5964752413985921
EPI.epi25	isoUsage.M17_grey60	Networks.isoUsage	1.254689059701378	1.1958679551126863	0.2317480920266948	0.5990469548614564
ASD.SFARI.1	DTU.not.DTE	DGE/DTE/DTU	0.7301803557418649	-1.1878449172961574	0.23489451430669983	0.6060366941622952
ASD.fuTADA	geneExpr.M4_yellow	Networks.geneExpr	0.8358895292469837	-1.185749392361138	0.2357212824900179	0.6070266109235424
ASD.fuTADA	DTE	DGE/DTE/DTU	1.194745217191668	1.1842190314157885	0.2363263704247549	0.6074430159135351
BIP.bipex	isoExpr.M41_lightsteelblue1	Networks.isoExpr	1.1426597086876706	1.1821514373459425	0.2371456177267787	0.6084072964151438
SCZ.schema	geneExpr.M8_pink	Networks.geneExpr	1.1276553187972356	1.1752279131991648	0.2399035456887909	0.6143324441002683
ASD.SFARI.S	isoUsage.M21_darkred	Networks.isoUsage	0.8205484700237563	-1.1711519650751816	0.24153769926406232	0.6173631492383683
EPI.helbig	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.0803127349562545	1.1692518016696296	0.2423021959140382	0.6181638890171924
ASD.SFARI.1	isoUsage.M10_purple	Networks.isoUsage	1.0714530944401592	1.1663086677912158	0.24348966995801577	0.620038750636583
DDD.kaplanis	isoUsage.M15_midnightblue	Networks.isoUsage	1.0674751715769946	1.1639304417069216	0.2444522017432176	0.6213349098111468
ASD.SFARI.1	isoExpr.M22_darkgreen	Networks.isoExpr	1.064395450983595	1.1608829594111247	0.24568949964129505	0.6221711913282333
SCZ.schema	isoExpr.M43_ivory	Networks.isoExpr	1.134550792442176	1.1618982930693509	0.24527678057535499	0.6221711913282333
SCZ.schema	isoUsage.M6_red	Networks.isoUsage	1.1962061736055603	1.159159084184239	0.2463913459026035	0.6227973134438503
ASD.SFARI.1	geneExpr.M6_red	Networks.geneExpr	1.0562996740691293	1.1570996460034502	0.24723165129768043	0.6237704646000408
BIP.bipex	isoExpr.M32_violet	Networks.isoExpr	1.1478033599645419	1.1545658807426347	0.2482682454551973	0.6252343681500373
ASD.SFARI.S	DTE.down	DGE/DTE/DTU	0.71503382395942	-1.1458806657021048	0.2518445321743719	0.6307623566341674
DDD.kaplanis	geneExpr.M12_tan	Networks.geneExpr	0.9195785972397192	-1.1466990732151865	0.251506013649061	0.6307623566341674
ASD.fuTADA	isoUsage.M5_green	Networks.isoUsage	0.9142161637495881	-1.1464208595236913	0.2516210557622516	0.6307623566341674
ASD.SFARI.1or2	isoExpr.M53_palevioletred3	Networks.isoExpr	1.0370359068883976	1.1411346645200275	0.2538138879130359	0.6345347197825897
ASD.SFARI.1	geneExpr.M16_lightcyan	Networks.geneExpr	0.8840165043335423	-1.138382924112602	0.2549606211929984	0.6362405301173184
ASD.SFARI.S	isoUsage.M9_magenta	Networks.isoUsage	1.0917913187779111	1.1358850957882112	0.2560046567312676	0.6376843267669756
BIP.bipex	isoExpr.M44_floralwhite	Networks.isoExpr	1.1311211155222698	1.1337833738351877	0.2568854267934013	0.6387169413919416
ASD.fuTADA	isoUsage.M21_darkred	Networks.isoUsage	0.8946154764442351	-1.1317727658377237	0.25772998027108907	0.6396559292960001
DDD.kaplanis	isoUsage.M4_yellow	Networks.isoUsage	0.9239908587558865	-1.1256956417674457	0.26029436912575993	0.6448522345430219
ASD.SFARI.S	isoUsage.M24_darkgrey	Networks.isoUsage	0.845799546757059	-1.1228346237263451	0.26150773742782746	0.6455236041011236
NDD.fuTADA	geneExpr.M18_lightgreen	Networks.geneExpr	1.0411994539707046	1.1232184365662254	0.2613447342994896	0.6455236041011236
EPI.epi25	DTE.up	DGE/DTE/DTU	2.1223273780540186	1.1168056535594884	0.26407743103243536	0.650694389414454
ASD.SFARI.1or2	isoExpr.M37_skyblue3	Networks.isoExpr	1.0369487953919023	1.1153695332753146	0.26469209973019714	0.651038019085045
ASD.SFARI.1	isoExpr.M15_midnightblue	Networks.isoExpr	0.8869957271554487	-1.1075625284199109	0.2680507939227012	0.6571158428214956
ASD.fuTADA	isoExpr.M53_palevioletred3	Networks.isoExpr	1.0545986854657388	1.1073967053828853	0.2681224497351942	0.6571158428214956
ASD.SFARI.S	isoExpr.M24_darkgrey	Networks.isoExpr	1.0775750491813927	1.09911135583843	0.2717194972727369	0.6600764753633032
ASD.SFARI.S	isoExpr.M47_bisque4	Networks.isoExpr	1.0856491420197085	1.099292858668394	0.27164034628567557	0.6600764753633032
ASD.SFARI.S	isoUsage.M23_darkturquoise	Networks.isoUsage	1.0807018723402675	1.101523112898674	0.27066905084530285	0.6600764753633032
EPI.helbig	isoExpr.M8_pink	Networks.isoExpr	0.8505860462507326	-1.0990654642595628	0.2717395124853306	0.6600764753633032
EPI.epi25	isoUsage.M18_lightgreen	Networks.isoUsage	1.2300632889595893	1.1032054598649872	0.26993795083452404	0.6600764753633032
EPI.helbig	DTU.up	DGE/DTE/DTU	1.2941002479471384	1.0958172712726788	0.2731587486249603	0.6623495320640631
NDD.fuTADA	isoExpr.M22_darkgreen	Networks.isoExpr	1.0374057017372365	1.0943464862237193	0.27380304452253235	0.6627388180139033
NDD.fuTADA	isoExpr.M25_orange	Networks.isoExpr	1.038757901870299	1.0912605089875385	0.27515826934290855	0.6648444955904492
EPI.epi25	DGE	DGE/DTE/DTU	1.964656332072836	1.0873773193095588	0.2768700905105479	0.6678028591539623
EPI.helbig	ExDp	SingleCellMarkers	1.9032231940534896	1.0840514395754834	0.27834199199784543	0.6701731617522817
DDD.kaplanis	isoUsage.M19_lightyellow	Networks.isoUsage	1.059405605503847	1.0780387440298627	0.28101646623518384	0.6754255416529857
DDD.kaplanis	geneExpr.M18_lightgreen	Networks.geneExpr	0.890809368770449	-1.0725222559780976	0.28348552300690844	0.6801666664088697
ASD.fuTADA	isoExpr.M36_yellowgreen	Networks.isoExpr	0.8849470222265527	-1.0678491878868026	0.2855885460936738	0.684014524734848
DDD.kaplanis	isoUsage.M6_red	Networks.isoUsage	0.9309652510606062	-1.0647665224209661	0.2869815982200759	0.6861514652033228
ASD.SFARI.1	isoExpr.M41_lightsteelblue1	Networks.isoExpr	0.8892815477023187	-1.0598748672792815	0.2892015308912884	0.6890540822975045
ASD.SFARI.1or2	isoExpr.M43_ivory	Networks.isoExpr	1.0371291529850961	1.060879646449525	0.2887446001839132	0.6890540822975045
ASD.SFARI.1	isoExpr.M37_skyblue3	Networks.isoExpr	1.0564161908600171	1.052052360700889	0.29277552726173856	0.6934305648244861
DDD.kaplanis	geneExpr.M3_brown	Networks.geneExpr	1.0539974216133834	1.053208259491883	0.2922455538372265	0.6934305648244861
ASD.fuTADA	geneExpr.M8_pink	Networks.geneExpr	1.052186216779202	1.0535385547035818	0.2920942336985923	0.6934305648244861
NDD.fuTADA	isoExpr.M49_plum2	Networks.isoExpr	1.0340499095150397	1.0514259763897924	0.293062990535312	0.6934305648244861
BIP.bipex	n_exons_log2	txAnno	1.2102512257293416	1.0407563863927505	0.2979886262902103	0.6968099515435596
ASD.SFARI.1or2	DTU	DGE/DTE/DTU	1.1005231150993844	1.0416167952704567	0.29758937875762953	0.6968099515435596
ASD.SFARI.S	isoExpr.M22_darkgreen	Networks.isoExpr	0.866327909990466	-1.0449661731043451	0.29603860386680064	0.6968099515435596
ASD.fuTADA	isoUsage.M24_darkgrey	Networks.isoUsage	0.9134312171818767	-1.041676729987172	0.29756158113296177	0.6968099515435596
EPI.epi25	isoExpr.M9_magenta	Networks.isoExpr	1.2174411611719933	1.0419079323246894	0.29745436612226045	0.6968099515435596
EPI.epi25	isoUsage.M16_lightcyan	Networks.isoUsage	1.2234969659189066	1.0469939157696402	0.29510238432463337	0.6968099515435596
ASD.SFARI.S	ExN-1	SingleCellMarkers	2.90176833374902	1.0406208385320936	0.29805155591571236	0.6968099515435596
DDD.kaplanis	DTU	DGE/DTE/DTU	1.1538828579733027	1.0392286937073643	0.29869838867235077	0.6971325255215001
BIP.bipex	DTU.not.DGE	DGE/DTE/DTU	1.7216203669538162	1.0359227677264002	0.3002381749000063	0.6995345231513753
EPI.helbig	DTU.down	DGE/DTE/DTU	1.272075831622803	1.0343267156776537	0.30098345150323585	0.7000803540907183
ASD.SFARI.1or2	isoUsage.M27_white	Networks.isoUsage	1.0349307292565342	1.029675762886417	0.3031622368191483	0.7032971998273982
SCZ.schema	isoExpr.M21_darkred	Networks.isoExpr	1.1605135200544594	1.0288961627114215	0.3035284717607314	0.7032971998273982
SCZ.schema	isoExpr.M49_plum2	Networks.isoExpr	1.1096567923526828	1.0280920557215314	0.303906527224686	0.7032971998273982
DDD.kaplanis	isoExpr.M27_white	Networks.isoExpr	1.0509185711844224	1.02645913671682	0.30467521553631904	0.703887091542592
ASD.SFARI.1or2	isoExpr.M22_darkgreen	Networks.isoExpr	1.0353930498144965	1.0233660872979624	0.30613478748596484	0.7048817795895325
EPI.helbig	isoUsage.M9_magenta	Networks.isoUsage	0.8755361337308453	-1.0240939754354248	0.3057908897139226	0.7048817795895325
ASD.SFARI.S	isoExpr.M14_cyan	Networks.isoExpr	1.0902499579376854	1.020381896995096	0.30754737606173205	0.7054088875719028
ASD.SFARI.S	isoExpr.M30_steelblue	Networks.isoExpr	1.0599819040807024	1.019620655532337	0.30790840494014443	0.7054088875719028
SCZ.schema	isoUsage.M11_greenyellow	Networks.isoUsage	1.1683749163439623	1.0198736828645873	0.3077883722626194	0.7054088875719028
ASD.SFARI.1	isoExpr.M43_ivory	Networks.isoExpr	1.0570661478296985	1.0146628432546878	0.31026657184966194	0.7072632336672827
SCZ.schema	isoExpr.M42_lightcyan1	Networks.isoExpr	1.1192434488414045	1.0148048507669571	0.31019886101430133	0.7072632336672827
SCZ.schema	isoUsage.M3_brown	Networks.isoUsage	1.2003134558708313	1.016135063837622	0.3095650736919507	0.7072632336672827
ASD.SFARI.S	isoExpr.M28_skyblue	Networks.isoExpr	1.067460865937374	1.0092352510013705	0.3128618244677337	0.7103915192995062
DDD.kaplanis	isoUsage.M28_skyblue	Networks.isoUsage	0.9237745271352898	-1.0078614415080962	0.31352098465241873	0.7103915192995062
EPI.helbig	isoUsage.M17_grey60	Networks.isoUsage	1.0874725815564432	1.007461514355977	0.3137130431943075	0.7103915192995062
ASD.SFARI.1or2	vRG	SingleCellMarkers	1.3591292295090713	1.0097346089739834	0.31262245650663734	0.7103915192995062
BIP.bipex	n_transcripts_log2	txAnno	1.125209256121477	1.0061757344596853	0.3143310426109299	0.710616383460353
BIP.bipex	geneExpr.M4_yellow	Networks.geneExpr	1.1689450255077405	1.0029437625355153	0.3158879960076953	0.7129597273979285
ASD.SFARI.1or2	isoExpr.M8_pink	Networks.isoExpr	1.0411330558097183	1.000241547204713	0.3171936272764486	0.7145616147400787
ASD.SFARI.1	oRG	SingleCellMarkers	0.3651804659279978	-0.9993175364209792	0.3176408929756992	0.7145616147400787
ASD.SFARI.S	isoExpr.M52_salmon4	Networks.isoExpr	1.0669578462349962	0.9960698494492392	0.31921620810573836	0.716928205089937
ASD.SFARI.1	geneExpr.M4_yellow	Networks.geneExpr	0.8600317413523916	-0.99499325164212	0.31973954650101244	0.7169282793885222
BIP.bipex	isoExpr.M34_darkmagenta	Networks.isoExpr	1.1250513899876802	0.9938327743022147	0.3203042872225702	0.7170210351224202
ASD.fuTADA	isoExpr.M51_thistle1	Networks.isoExpr	1.0575048645203646	0.9923883776550729	0.32100810628267074	0.7174243158356588
