"","ensembl_gene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","band"
"14471","ENSG00000114503","NCBP2","protein_coding","3",196662273,196669468,"q29"
"14472","ENSG00000114520","SNX4","protein_coding","3",125165495,125239041,"q21.2"
"14473","ENSG00000114541","FRMD4B","protein_coding","3",69219141,69591734,"p14.1"
"14474","ENSG00000114544","SLC41A3","protein_coding","3",125725198,125820404,"q21.3"
"14475","ENSG00000114554","PLXNA1","protein_coding","3",126707437,126756235,"q21.3"
"14476","ENSG00000114573","ATP6V1A","protein_coding","3",113465866,113530903,"q13.2"
"14477","ENSG00000114626","ABTB1","protein_coding","3",127391778,127399768,"q21.3"
"14478","ENSG00000114631","PODXL2","protein_coding","3",127348024,127391652,"q21.3"
"14479","ENSG00000114646","CSPG5","protein_coding","3",47603729,47622282,"p21.31"
"14480","ENSG00000114648","KLHL18","protein_coding","3",47324407,47388306,"p21.31"
"14481","ENSG00000114650","SCAP","protein_coding","3",47455203,47518616,"p21.31"
"14482","ENSG00000114654","EFCC1","protein_coding","3",128720472,128759585,"q21.3"
"14483","ENSG00000114656","KIAA1257","protein_coding","3",128628709,128721533,"q21.3"
"14484","ENSG00000114670","NEK11","protein_coding","3",130745694,131069309,"q22.1"
"14485","ENSG00000114686","MRPL3","protein_coding","3",131181056,131221827,"q22.1"
"14486","ENSG00000114698","PLSCR4","protein_coding","3",145910126,145968966,"q24"
"14487","ENSG00000114735","HEMK1","protein_coding","3",50606583,50622366,"p21.2"
"14488","ENSG00000114738","MAPKAPK3","protein_coding","3",50648951,50686720,"p21.2"
"14489","ENSG00000114739","ACVR2B","protein_coding","3",38495342,38534633,"p22.2"
"14490","ENSG00000114742","WDR48","protein_coding","3",39093489,39138155,"p22.2"
"14491","ENSG00000114744","COMMD2","protein_coding","3",149456257,149470286,"q25.1"
"14492","ENSG00000114745","GORASP1","protein_coding","3",39138150,39149854,"p22.2"
"14493","ENSG00000114757","PEX5L","protein_coding","3",179512746,179754841,"q26.33"
"14494","ENSG00000114767","RRP9","protein_coding","3",51967446,51975957,"p21.2"
"14495","ENSG00000114770","ABCC5","protein_coding","3",183637722,183735803,"q27.1"
"14496","ENSG00000114779","ABHD14B","protein_coding","3",52002526,52017425,"p21.2"
"14497","ENSG00000114784","EIF1B","protein_coding","3",40351175,40353915,"p22.1"
"14498","ENSG00000114786","ABHD14A-ACY1","protein_coding","3",52009066,52023199,"p21.2"
"14499","ENSG00000114790","ARHGEF26","protein_coding","3",153838792,153975616,"q25.2"
"14500","ENSG00000114796","KLHL24","protein_coding","3",183353356,183402265,"q27.1"
"14501","ENSG00000114805","PLCH1","protein_coding","3",155093369,155462856,"q25.31"
"14502","ENSG00000114812","VIPR1","protein_coding","3",42530791,42579059,"p22.1"
"14503","ENSG00000114841","DNAH1","protein_coding","3",52350335,52434507,"p21.1"
"14504","ENSG00000114850","SSR3","protein_coding","3",156257929,156272973,"q25.31"
"14505","ENSG00000114853","ZBTB47","protein_coding","3",42695176,42709072,"p22.1"
"14506","ENSG00000114857","NKTR","protein_coding","3",42642106,42690227,"p22.1"
"14507","ENSG00000114859","CLCN2","protein_coding","3",184063973,184079439,"q27.1"
"14508","ENSG00000114861","FOXP1","protein_coding","3",71003844,71633140,"p13"
"14509","ENSG00000114867","EIF4G1","protein_coding","3",184032283,184053146,"q27.1"
"14510","ENSG00000114902","SPCS1","protein_coding","3",52738971,52742182,"p21.1"
"14511","ENSG00000114904","NEK4","protein_coding","3",52744800,52804965,"p21.1"
"14512","ENSG00000114923","SLC4A3","protein_coding","2",220492049,220506702,"q35"
"14513","ENSG00000114933","INO80D","protein_coding","2",206858445,206951027,"q33.3"
"14514","ENSG00000114942","EEF1B2","protein_coding","2",207024309,207027652,"q33.3"
"14515","ENSG00000114948","ADAM23","protein_coding","2",207308263,207485851,"q33.3"
"14516","ENSG00000114956","DGUOK","protein_coding","2",74153953,74186088,"p13.1"
"14517","ENSG00000114978","MOB1A","protein_coding","2",74379655,74406025,"p13.1"
"14518","ENSG00000114982","KANSL3","protein_coding","2",97258907,97308524,"q11.2"
"14519","ENSG00000114988","LMAN2L","protein_coding","2",97371666,97405801,"q11.2"
"14520","ENSG00000114993","RTKN","protein_coding","2",74652963,74669549,"p13.1"
"14521","ENSG00000114999","TTL","protein_coding","2",113239731,113299316,"q13"
"14522","ENSG00000115020","PIKFYVE","protein_coding","2",209130991,209223475,"q34"
"14523","ENSG00000115041","KCNIP3","protein_coding","2",95963052,96051825,"q11.1"
"14524","ENSG00000115042","FAHD2A","protein_coding","2",96068469,96082364,"q11.1"
"14525","ENSG00000115053","NCL","protein_coding","2",232318242,232348352,"q37.1"
"14526","ENSG00000115073","ACTR1B","protein_coding","2",98272431,98280570,"q11.2"
"14527","ENSG00000115084","SLC35F5","protein_coding","2",114462588,114514400,"q14.1"
"14528","ENSG00000115085","ZAP70","protein_coding","2",98330023,98356325,"q11.2"
"14529","ENSG00000115091","ACTR3","protein_coding","2",114647537,114720173,"q14.1"
"14530","ENSG00000115109","EPB41L5","protein_coding","2",120770581,120936695,"q14.2"
"14532","ENSG00000115129","TP53I3","protein_coding","2",24300303,24308731,"p23.3"
"14533","ENSG00000115137","DNAJC27","protein_coding","2",25166505,25194963,"p23.3"
"14534","ENSG00000115138","POMC","protein_coding","2",25383722,25391772,"p23.3"
"14535","ENSG00000115145","STAM2","protein_coding","2",152973315,153032506,"q23.3"
"14536","ENSG00000115155","OTOF","protein_coding","2",26680071,26781566,"p23.3"
"14537","ENSG00000115159","GPD2","protein_coding","2",157291802,157470247,"q24.1"
"14538","ENSG00000115163","CENPA","protein_coding","2",26987157,27023935,"p23.3"
"14539","ENSG00000115170","ACVR1","protein_coding","2",158592958,158732374,"q24.1"
"14540","ENSG00000115183","TANC1","protein_coding","2",159825146,160089170,"q24.2"
"14541","ENSG00000115204","MPV17","protein_coding","2",27532360,27548547,"p23.3"
"14542","ENSG00000115207","GTF3C2","protein_coding","2",27548716,27579868,"p23.3"
"14543","ENSG00000115211","EIF2B4","protein_coding","2",27587219,27593353,"p23.3"
"14544","ENSG00000115216","NRBP1","protein_coding","2",27650657,27665126,"p23.3"
"14545","ENSG00000115226","FNDC4","protein_coding","2",27714750,27718112,"p23.3"
"14546","ENSG00000115232","ITGA4","protein_coding","2",182321929,182400914,"q31.3"
"14547","ENSG00000115233","PSMD14","protein_coding","2",162164549,162268228,"q24.2"
"14548","ENSG00000115234","SNX17","protein_coding","2",27593389,27599995,"p23.3"
"14549","ENSG00000270898","ASB3","protein_coding","2",53897430,54087297,"p16.2"
"14550","ENSG00000115241","PPM1G","protein_coding","2",27604061,27632554,"p23.3"
"14551","ENSG00000115252","PDE1A","protein_coding","2",183004763,183387919,"q32.1"
"14552","ENSG00000115255","REEP6","protein_coding","19",1491165,1497926,"p13.3"
"14553","ENSG00000115257","PCSK4","protein_coding","19",1481427,1490751,"p13.3"
"14554","ENSG00000115263","GCG","protein_coding","2",162999392,163008914,"q24.2"
"14555","ENSG00000115266","APC2","protein_coding","19",1446300,1473243,"p13.3"
"14556","ENSG00000115267","IFIH1","protein_coding","2",163123589,163175213,"q24.2"
"14557","ENSG00000115268","RPS15","protein_coding","19",1438358,1440583,"p13.3"
"14558","ENSG00000115271","GCA","protein_coding","2",163175350,163228105,"q24.2"
"14559","ENSG00000115274","INO80B","protein_coding","2",74682150,74688011,"p13.1"
"14560","ENSG00000115275","MOGS","protein_coding","2",74688184,74692537,"p13.1"
"14561","ENSG00000115282","TTC31","protein_coding","2",74710200,74722013,"p13.1"
"14562","ENSG00000115286","NDUFS7","protein_coding","19",1383526,1395583,"p13.3"
"14563","ENSG00000115289","PCGF1","protein_coding","2",74732170,74735707,"p13.1"
"14564","ENSG00000115290","GRB14","protein_coding","2",165349322,165478358,"q24.3"
"14565","ENSG00000115295","CLIP4","protein_coding","2",29320571,29412509,"p23.2"
"14566","ENSG00000115306","SPTBN1","protein_coding","2",54683422,54896812,"p16.2"
"14567","ENSG00000115307","AUP1","protein_coding","2",74753772,74757066,"p13.1"
"14568","ENSG00000115310","RTN4","protein_coding","2",55199325,55339757,"p16.1"
"14569","ENSG00000115317","HTRA2","protein_coding","2",74756504,74760472,"p13.1"
"14570","ENSG00000115318","LOXL3","protein_coding","2",74759541,74782817,"p13.1"
"14571","ENSG00000115325","DOK1","protein_coding","2",74776153,74784681,"p13.1"
"14572","ENSG00000115339","GALNT3","protein_coding","2",166604101,166651192,"q24.3"
"14573","ENSG00000115350","POLE4","protein_coding","2",75185619,75197255,"p12"
"14574","ENSG00000115355","CCDC88A","protein_coding","2",55514978,55647057,"p16.1"
"14575","ENSG00000115361","ACADL","protein_coding","2",211052663,211090215,"q34"
"14576","ENSG00000115363","EVA1A","protein_coding","2",75696428,75796848,"p12"
"14577","ENSG00000115364","MRPL19","protein_coding","2",75873909,75917977,"p12"
"14578","ENSG00000115365","LANCL1","protein_coding","2",211295973,211342376,"q34"
"14579","ENSG00000115368","WDR75","protein_coding","2",190306159,190340291,"q32.2"
"14580","ENSG00000115392","FANCL","protein_coding","2",58386378,58468507,"p16.1"
"14581","ENSG00000115414","FN1","protein_coding","2",216225163,216300895,"q35"
"14582","ENSG00000115415","STAT1","protein_coding","2",191829084,191885686,"q32.2"
"14583","ENSG00000115419","GLS","protein_coding","2",191745553,191830278,"q32.2"
"14584","ENSG00000115421","PAPOLG","protein_coding","2",60983365,61029220,"p16.1"
"14585","ENSG00000115423","DNAH6","protein_coding","2",84743579,85046713,"p11.2"
"14586","ENSG00000115425","PECR","protein_coding","2",216861052,216947678,"q35"
"14587","ENSG00000115446","UNC50","protein_coding","2",99225042,99234978,"q11.2"
"14588","ENSG00000115457","IGFBP2","protein_coding","2",217497551,217529159,"q35"
"14589","ENSG00000115459","ELMOD3","protein_coding","2",85581517,85618875,"p11.2"
"14590","ENSG00000115461","IGFBP5","protein_coding","2",217536828,217560248,"q35"
"14591","ENSG00000115464","USP34","protein_coding","2",61414598,61697904,"p15"
"14592","ENSG00000115468","EFHD1","protein_coding","2",233470767,233547491,"q37.1"
"14593","ENSG00000115474","KCNJ13","protein_coding","2",233631174,233641278,"q37.1"
"14594","ENSG00000115484","CCT4","protein_coding","2",62095224,62115939,"p15"
"14595","ENSG00000115486","GGCX","protein_coding","2",85771846,85788670,"p11.2"
"14596","ENSG00000115504","EHBP1","protein_coding","2",62900986,63273622,"p15"
"14597","ENSG00000115507","OTX1","protein_coding","2",63277192,63284971,"p15"
"14598","ENSG00000115514","TXNDC9","protein_coding","2",99935445,99957165,"q11.2"
"14599","ENSG00000115520","COQ10B","protein_coding","2",198318147,198340032,"q33.1"
"14600","ENSG00000115524","SF3B1","protein_coding","2",198254508,198299815,"q33.1"
"14601","ENSG00000115525","ST3GAL5","protein_coding","2",86066267,86116137,"p11.2"
"14602","ENSG00000115526","CHST10","protein_coding","2",101008327,101034118,"q11.2"
"14603","ENSG00000115539","PDCL3","protein_coding","2",101179152,101193197,"q11.2"
"14604","ENSG00000115540","MOB4","protein_coding","2",198380295,198418423,"q33.1"
"14605","ENSG00000115541","HSPE1","protein_coding","2",198364718,198368181,"q33.1"
"14606","ENSG00000115548","KDM3A","protein_coding","2",86667770,86719839,"p11.2"
"14607","ENSG00000115561","CHMP3","protein_coding","2",86730554,86948245,"p11.2"
"14608","ENSG00000115568","ZNF142","protein_coding","2",219502639,219524378,"q35"
"14609","ENSG00000115594","IL1R1","protein_coding","2",102681004,102796334,"q11.2"
"14610","ENSG00000115641","FHL2","protein_coding","2",105974169,106054970,"q12.2"
"14611","ENSG00000115649","CNPPD1","protein_coding","2",220036619,220042828,"q35"
"14612","ENSG00000115652","UXS1","protein_coding","2",106709759,106810795,"q12.2"
"14613","ENSG00000115657","ABCB6","protein_coding","2",220074490,220083712,"q35"
"14614","ENSG00000115661","STK16","protein_coding","2",220110177,220115059,"q35"
"14615","ENSG00000115677","HDLBP","protein_coding","2",242166679,242256476,"q37.3"
"14616","ENSG00000115685","PPP1R7","protein_coding","2",242088991,242123067,"q37.3"
"14617","ENSG00000115687","PASK","protein_coding","2",242045514,242089679,"q37.3"
"14618","ENSG00000115694","STK25","protein_coding","2",242432089,242449145,"q37.3"
"14619","ENSG00000115738","ID2","protein_coding","2",8818975,8824583,"p25.1"
"14620","ENSG00000115750","TAF1B","protein_coding","2",9983483,10074545,"p25.1"
"14621","ENSG00000115756","HPCAL1","protein_coding","2",10443015,10567743,"p25.1"
"14622","ENSG00000115758","ODC1","protein_coding","2",10580094,10588630,"p25.1"
"14623","ENSG00000115760","BIRC6","protein_coding","2",32582096,32843966,"p22.3"
"14624","ENSG00000115761","NOL10","protein_coding","2",10710892,10830101,"p25.1"
"14625","ENSG00000115762","PLEKHB2","protein_coding","2",131862420,132111282,"q21.1"
"14626","ENSG00000115806","GORASP2","protein_coding","2",171784974,171823639,"q31.1"
"14627","ENSG00000115808","STRN","protein_coding","2",37070783,37193615,"p22.2"
"14628","ENSG00000115816","CEBPZ","protein_coding","2",37428755,37458856,"p22.2"
"14629","ENSG00000115825","PRKD3","protein_coding","2",37477645,37551951,"p22.2"
"14630","ENSG00000115827","DCAF17","protein_coding","2",172290727,172341562,"q31.1"
"14631","ENSG00000115828","QPCT","protein_coding","2",37571717,37600465,"p22.2"
"14632","ENSG00000115839","RAB3GAP1","protein_coding","2",135809835,135933964,"q21.3"
"14633","ENSG00000115840","SLC25A12","protein_coding","2",172640880,172864766,"q31.1"
"14634","ENSG00000115841","RMDN2","protein_coding","2",38150330,38294285,"p22.2"
"14635","ENSG00000115844","DLX2","protein_coding","2",172964167,172967628,"q31.1"
"14636","ENSG00000115866","DARS","protein_coding","2",136664247,136743670,"q21.3"
"14637","ENSG00000115875","SRSF7","protein_coding","2",38970741,38978636,"p22.1"
"14638","ENSG00000115884","SDC1","protein_coding","2",20400558,20425194,"p24.1"
"14639","ENSG00000115896","PLCL1","protein_coding","2",198669426,199437305,"q33.1"
"14640","ENSG00000115902","SLC1A4","protein_coding","2",65215611,65250999,"p14"
"14641","ENSG00000115904","SOS1","protein_coding","2",39208537,39351486,"p22.1"
"14642","ENSG00000115919","KYNU","protein_coding","2",143635067,143799890,"q22.2"
"14643","ENSG00000115935","WIPF1","protein_coding","2",175424300,175547644,"q31.1"
"14644","ENSG00000115942","ORC2","protein_coding","2",201773696,201828403,"q33.1"
"14645","ENSG00000115944","COX7A2L","protein_coding","2",42560686,42652228,"p21"
"14646","ENSG00000115946","PNO1","protein_coding","2",68384976,68403370,"p14"
"14647","ENSG00000115947","ORC4","protein_coding","2",148687968,148779147,"q23.1"
"14648","ENSG00000115963","RND3","protein_coding","2",151324709,151395525,"q23.3"
"14649","ENSG00000115966","ATF2","protein_coding","2",175936978,176033110,"q31.1"
"14650","ENSG00000115970","THADA","protein_coding","2",43393800,43823185,"p21"
"14651","ENSG00000115977","AAK1","protein_coding","2",69688532,69901481,"p13.3"
"14652","ENSG00000115993","TRAK2","protein_coding","2",202241930,202316302,"q33.1"
"14653","ENSG00000115998","C2orf42","protein_coding","2",70377012,70475747,"p13.3"
"14654","ENSG00000116001","TIA1","protein_coding","2",70436576,70475792,"p13.3"
"14655","ENSG00000116005","PCYOX1","protein_coding","2",70484518,70508323,"p13.3"
"14656","ENSG00000116016","EPAS1","protein_coding","2",46520806,46613836,"p21"
"14657","ENSG00000116017","ARID3A","protein_coding","19",925781,975939,"p13.3"
"14658","ENSG00000116030","SUMO1","protein_coding","2",203070903,203103331,"q33.1"
"14659","ENSG00000116032","GRIN3B","protein_coding","19",1000418,1009731,"p13.3"
"14660","ENSG00000116035","VAX2","protein_coding","2",71127720,71160576,"p13.3"
"14661","ENSG00000271772","VAX2","protein_coding","HG953_PATCH",71127721,71160577,"p13.3"
"14662","ENSG00000116044","NFE2L2","protein_coding","2",178092323,178257425,"q31.2"
"14663","ENSG00000116062","MSH6","protein_coding","2",47922669,48037240,"p16.3"
"14664","ENSG00000116095","PLEKHA3","protein_coding","2",179345195,179381189,"q31.2"
"14665","ENSG00000116106","EPHA4","protein_coding","2",222282747,222438922,"q36.1"
"14666","ENSG00000116117","PARD3B","protein_coding","2",205410516,206484886,"q33.3"
"14667","ENSG00000116120","FARSB","protein_coding","2",223435255,223521056,"q36.1"
"14668","ENSG00000116127","ALMS1","protein_coding","2",73612886,73837920,"p13.1"
"14669","ENSG00000116128","BCL9","protein_coding","1",147013182,147098017,"q21.2"
"14670","ENSG00000266095","BCL9","protein_coding","HG1287_PATCH",148227827,148312631,"q21.1"
"14671","ENSG00000116132","PRRX1","protein_coding","1",170631869,170708560,"q24.2"
"14672","ENSG00000116133","DHCR24","protein_coding","1",55315306,55352891,"p32.3"
"14673","ENSG00000116138","DNAJC16","protein_coding","1",15853308,15918874,"p36.21"
"14674","ENSG00000116141","MARK1","protein_coding","1",220701568,220837803,"q41"
"14675","ENSG00000116147","TNR","protein_coding","1",175284330,175712906,"q25.1"
"14676","ENSG00000116151","MORN1","protein_coding","1",2252692,2323146,"p36.32"
"14677","ENSG00000116157","GPX7","protein_coding","1",53068044,53074723,"p32.3"
"14678","ENSG00000116161","CACYBP","protein_coding","1",174968300,174980851,"q25.1"
"14679","ENSG00000116171","SCP2","protein_coding","1",53392901,53517375,"p32.3"
"14680","ENSG00000116183","PAPPA2","protein_coding","1",176432307,176814735,"q25.2"
"14681","ENSG00000116191","RALGPS2","protein_coding","1",178694300,178889238,"q25.2"
"14682","ENSG00000116194","ANGPTL1","protein_coding","1",178818840,178840187,"q25.2"
"14683","ENSG00000116198","CEP104","protein_coding","1",3728645,3773778,"p36.32"
"14684","ENSG00000116199","FAM20B","protein_coding","1",178994939,179045697,"q25.2"
"14685","ENSG00000116205","TCEANC2","protein_coding","1",54519260,54578192,"p32.3"
"14686","ENSG00000116209","TMEM59","protein_coding","1",54497347,54519177,"p32.3"
"14687","ENSG00000116212","LRRC42","protein_coding","1",54411750,54433841,"p32.3"
"14688","ENSG00000116213","WRAP73","protein_coding","1",3547331,3569325,"p36.32"
"14689","ENSG00000116221","MRPL37","protein_coding","1",54649714,54691137,"p32.3"
"14690","ENSG00000116237","ICMT","protein_coding","1",6281253,6296032,"p36.31"
"14691","ENSG00000116251","RPL22","protein_coding","1",6241329,6269449,"p36.31"
"14692","ENSG00000116254","CHD5","protein_coding","1",6161853,6240183,"p36.31"
"14693","ENSG00000116260","QSOX1","protein_coding","1",180123969,180173165,"q25.2"
"14694","ENSG00000116266","STXBP3","protein_coding","1",109289296,109352148,"p13.3"
"14695","ENSG00000116273","PHF13","protein_coding","1",6673745,6684093,"p36.31"
"14696","ENSG00000116285","ERRFI1","protein_coding","1",8064464,8086368,"p36.23"
"14697","ENSG00000116288","PARK7","protein_coding","1",8014351,8045565,"p36.23"
"14698","ENSG00000116299","KIAA1324","protein_coding","1",109656301,109749401,"p13.3"
"14699","ENSG00000116337","AMPD2","protein_coding","1",110158726,110174673,"p13.3"
"14700","ENSG00000116350","SRSF4","protein_coding","1",29474255,29508499,"p35.3"
"14701","ENSG00000116353","MECR","protein_coding","1",29519385,29557454,"p35.3"
"14702","ENSG00000116396","KCNC4","protein_coding","1",110753965,110825722,"p13.3"
"14703","ENSG00000116406","EDEM3","protein_coding","1",184659365,184724047,"q25.3"
"14704","ENSG00000116455","WDR77","protein_coding","1",111982512,111991998,"p13.2"
"14705","ENSG00000116459","ATP5F1","protein_coding","1",111991486,112005395,"p13.2"
"14706","ENSG00000116473","RAP1A","protein_coding","1",112084840,112259313,"p13.2"
"14707","ENSG00000116478","HDAC1","protein_coding","1",32757687,32799236,"p35.1"
"14708","ENSG00000116489","CAPZA1","protein_coding","1",113161795,113214241,"p13.2"
"14709","ENSG00000116497","S100PBP","protein_coding","1",33282368,33324476,"p35.1"
"14710","ENSG00000116514","RNF19B","protein_coding","1",33402046,33430286,"p35.1"
"14711","ENSG00000263290","SCAMP3","protein_coding","HSCHR1_2_CTG31",155241174,155247625,"q22"
"14712","ENSG00000116521","SCAMP3","protein_coding","1",155225770,155232221,"q22"
"14713","ENSG00000116525","TRIM62","protein_coding","1",33611003,33647660,"p35.1"
"14714","ENSG00000116539","ASH1L","protein_coding","1",155305059,155532598,"q22"
"14715","ENSG00000116544","DLGAP3","protein_coding","1",35331037,35395186,"p34.3"
"14716","ENSG00000116560","SFPQ","protein_coding","1",35641979,35658749,"p34.3"
"14717","ENSG00000116574","RHOU","protein_coding","1",228870824,228882416,"q42.13"
"14718","ENSG00000116580","GON4L","protein_coding","1",155719508,155829191,"q22"
"14719","ENSG00000116584","ARHGEF2","protein_coding","1",155916630,155976861,"q22"
"14720","ENSG00000116586","LAMTOR2","protein_coding","1",156024543,156028301,"q22"
"14721","ENSG00000116604","MEF2D","protein_coding","1",156433519,156470620,"q22"
"14722","ENSG00000116641","DOCK7","protein_coding","1",62920399,63153969,"p31.3"
"14723","ENSG00000116649","SRM","protein_coding","1",11114641,11120081,"p36.22"
"14724","ENSG00000116652","DLEU2L","protein_coding","1",64014588,64015405,"p31.3"
"14725","ENSG00000116661","FBXO2","protein_coding","1",11708424,11715842,"p36.22"
"14726","ENSG00000116663","FBXO6","protein_coding","1",11724181,11734411,"p36.22"
"14727","ENSG00000116667","C1orf21","protein_coding","1",184356192,184598154,"q25.3"
"14728","ENSG00000116668","SWT1","protein_coding","1",185126212,185260897,"q25.3"
"14729","ENSG00000116670","MAD2L2","protein_coding","1",11734537,11751707,"p36.22"
"14730","ENSG00000116675","DNAJC6","protein_coding","1",65713902,65881552,"p31.3"
"14731","ENSG00000116678","LEPR","protein_coding","1",65886248,66107242,"p31.3"
"14732","ENSG00000116679","IVNS1ABP","protein_coding","1",185265520,185286461,"q25.3"
"14733","ENSG00000116685","KIAA2013","protein_coding","1",11979648,11986485,"p36.22"
"14734","ENSG00000116688","MFN2","protein_coding","1",12040238,12073571,"p36.22"
"14735","ENSG00000116690","PRG4","protein_coding","1",186265405,186283694,"q31.1"
"14736","ENSG00000116691","MIIP","protein_coding","1",12079523,12092102,"p36.22"
"14737","ENSG00000116698","SMG7","protein_coding","1",183441351,183567381,"q25.3"
"14738","ENSG00000116701","NCF2","protein_coding","1",183524698,183560011,"q25.3"
"14739","ENSG00000116704","SLC35D1","protein_coding","1",67465015,67519782,"p31.3"
"14740","ENSG00000116711","PLA2G4A","protein_coding","1",186798085,186958113,"q31.1"
"14741","ENSG00000116717","GADD45A","protein_coding","1",68150744,68154021,"p31.3"
"14742","ENSG00000116729","WLS","protein_coding","1",68564142,68698803,"p31.3"
"14743","ENSG00000116731","PRDM2","protein_coding","1",14026693,14151574,"p36.21"
"14744","ENSG00000116741","RGS2","protein_coding","1",192778169,192781403,"q31.2"
"14745","ENSG00000116747","TROVE2","protein_coding","1",193028552,193060907,"q31.2"
"14746","ENSG00000116750","UCHL5","protein_coding","1",192981380,193029237,"q31.2"
"14747","ENSG00000116752","BCAS2","protein_coding","1",115110178,115124260,"p13.2"
"14748","ENSG00000116754","SRSF11","protein_coding","1",70671365,70718735,"p31.1"
"14749","ENSG00000116761","CTH","protein_coding","1",70876901,70905534,"p31.1"
"14750","ENSG00000116771","AGMAT","protein_coding","1",15898848,15911605,"p36.21"
"14751","ENSG00000116774","OLFML3","protein_coding","1",114522063,114524876,"p13.2"
"14752","ENSG00000116783","TNNI3K","protein_coding","1",74663947,75010112,"p31.1"
"14753","ENSG00000116786","PLEKHM2","protein_coding","1",16010827,16061264,"p36.21"
"14754","ENSG00000116791","CRYZ","protein_coding","1",75171170,75199092,"p31.1"
"14755","ENSG00000116793","PHTF1","protein_coding","1",114239453,114302111,"p13.2"
"14756","ENSG00000116809","ZBTB17","protein_coding","1",16268364,16302627,"p36.13"
"14757","ENSG00000116815","CD58","protein_coding","1",117057157,117113661,"p13.1"
"14758","ENSG00000116819","TFAP2E","protein_coding","1",36038971,36060929,"p34.3"
"14759","ENSG00000116830","TTF2","protein_coding","1",117602925,117650075,"p13.1"
"14760","ENSG00000116833","NR5A2","protein_coding","1",199996730,200146552,"q32.1"
"14761","ENSG00000116852","KIF21B","protein_coding","1",200938520,200992828,"q32.1"
"14762","ENSG00000116857","TMEM9","protein_coding","1",201103900,201140702,"q32.1"
"14763","ENSG00000116863","ADPRHL2","protein_coding","1",36554476,36559533,"p34.3"
"14764","ENSG00000116871","MAP7D1","protein_coding","1",36621180,36646450,"p34.3"
"14765","ENSG00000116874","WARS2","protein_coding","1",119573839,119683294,"p12"
"14766","ENSG00000116885","OSCP1","protein_coding","1",36881428,36916086,"p34.3"
"14767","ENSG00000116898","MRPS15","protein_coding","1",36921319,36930038,"p34.3"
"14768","ENSG00000116903","EXOC8","protein_coding","1",231468480,231473598,"q42.2"
"14769","ENSG00000116906","GNPAT","protein_coding","1",231376953,231413719,"q42.2"
"14770","ENSG00000116918","TSNAX","protein_coding","1",231664399,231702270,"q42.2"
"14771","ENSG00000116922","C1orf109","protein_coding","1",38147242,38157914,"p34.3"
"14772","ENSG00000116954","RRAGC","protein_coding","1",39303870,39325495,"p34.3"
"14773","ENSG00000116957","TBCE","protein_coding","1",235530675,235612283,"q42.3"
"14774","ENSG00000116962","NID1","protein_coding","1",236139130,236228462,"q42.3"
"14775","ENSG00000116977","LGALS8","protein_coding","1",236681300,236716281,"q43"
"14776","ENSG00000116983","HPCAL4","protein_coding","1",40144320,40157361,"p34.2"
"14777","ENSG00000116984","MTR","protein_coding","1",236958610,237067281,"q43"
"14778","ENSG00000116990","MYCL","protein_coding","1",40361098,40367928,"p34.2"
"14779","ENSG00000116991","SIPA1L2","protein_coding","1",232533711,232697304,"q42.2"
"14780","ENSG00000117000","RLF","protein_coding","1",40627045,40706593,"p34.2"
"14781","ENSG00000117010","ZNF684","protein_coding","1",40997233,41013841,"p34.2"
"14782","ENSG00000117013","KCNQ4","protein_coding","1",41249684,41306124,"p34.2"
"14783","ENSG00000117016","RIMS3","protein_coding","1",41086351,41131329,"p34.2"
"14784","ENSG00000117020","AKT3","protein_coding","1",243651535,244014381,"q44"
"14785","ENSG00000117036","ETV3","protein_coding","1",157090983,157108266,"q23.1"
"14786","ENSG00000117054","ACADM","protein_coding","1",76190036,76253260,"p31.1"
"14787","ENSG00000117069","ST6GALNAC5","protein_coding","1",77333126,77531396,"p31.1"
"14789","ENSG00000117118","SDHB","protein_coding","1",17345217,17380665,"p36.13"
"14790","ENSG00000117122","MFAP2","protein_coding","1",17300997,17307330,"p36.13"
"14791","ENSG00000117133","RPF1","protein_coding","1",84944942,84963473,"p22.3"
"14792","ENSG00000117139","KDM5B","protein_coding","1",202696526,202778598,"q32.1"
"14793","ENSG00000117143","UAP1","protein_coding","1",162531323,162569627,"q23.3"
"14794","ENSG00000117151","CTBS","protein_coding","1",85015289,85040163,"p22.3"
"14795","ENSG00000117152","RGS4","protein_coding","1",163038565,163046592,"q23.3"
"14796","ENSG00000117153","KLHL12","protein_coding","1",202860228,202897764,"q32.1"
"14797","ENSG00000117154","IGSF21","protein_coding","1",18434240,18704977,"p36.13"
"14798","ENSG00000117155","SSX2IP","protein_coding","1",85109390,85156486,"p22.3"
"14799","ENSG00000117174","ZNHIT6","protein_coding","1",86115106,86174116,"p22.3"
"14800","ENSG00000117222","RBBP5","protein_coding","1",205055270,205091143,"q32.1"
"14801","ENSG00000117226","GBP3","protein_coding","1",89472349,89488577,"p22.2"
"14802","ENSG00000117242","PINK1-AS","antisense","1",20969150,20978686,"p36.12"
"14803","ENSG00000117245","KIF17","protein_coding","1",20990507,21044510,"p36.12"
"14804","ENSG00000117262","GPR89A","protein_coding","1",145764411,145827103,"q21.1"
"14805","ENSG00000264337","GPR89A","protein_coding","HG1287_PATCH",146294375,146357063,"q21.1"
"14806","ENSG00000117266","CDK18","protein_coding","1",205473723,205501921,"q32.1"
